wbic,elevation,area,elevation_ned,depth_ned,longitude,latitude,perimeter
1504800,441.6178,1995.64,441.6178,0,-89.6472,45.43909,191.361
1505200,440.6517,36647.56,440.6517,0,-89.65588,45.44082,919.289
1505400,441.9942,2536.84,441.9968,0.0026,-89.64511,45.4424,283.272
1505600,444.1072,3319.38,444.4471,0.3399,-89.64074,45.44047,316.714
1505800,441.9147,1494.51,441.9664,0.0517,-89.64357,45.44303,191.537
1505900,446.336,167513.29,446.3367,0.0007,-89.64386,45.46202,1738.185
1506000,446.2462,220935.11,446.2464,0.0002,-89.65135,45.46573,2421.253
1506200,434.2717,319506.22,434.4044,0.1327,-89.69403,45.43735,3165.453
1506400,438.9714,79209.61,438.9726,0.0012,-89.67256,45.44857,1134.607
1507500,449.9939,51839.13,449.9958,0.0019,-89.8805,45.46309,932.413
1507700,453.2547,46900.77,453.2547,0,-89.89924,45.46279,1024.334
1509400,481.3857,1372.57,481.3857,0,-90.09289,45.47934,191.563
1509700,489.5398,29417.15,489.5579,0.0181,-90.10063,45.49477,841.715
1510000,518.3113,3557.01,518.3113,0,-90.12623,45.52945,370.204
1510300,484.5694,4233,484.609,0.0396,-90.10018,45.47343,273.184
1510800,543.021,9968.39,543.021,0,-90.1725,45.45251,459.321
1510900,547.3104,39859.86,548.5647,1.2543,-90.18245,45.45055,1251.163
1511000,547.1876,89482.31,548.535,1.3474,-90.1856,45.45108,1837.531
1511300,540.4391,13754.42,540.4391,0,-90.16727,45.45058,420.557
1511400,543.1779,39124.28,544.9135,1.7356,-90.17722,45.45053,840.025
1513000,488.3956,211101.89,489.735,1.3394,-90.14031,45.38353,3349.179
1513700,498.1726,96895.9,500.021,1.8484,-90.16429,45.42072,1969.441
1513800,493.1285,351392.71,494.0459,0.9174,-90.16356,45.40619,4930.164
1513900,497.2209,736205.45,502.3432,5.1223,-90.17565,45.40303,5149.653
1514200,521.2785,159574.29,523.9752,2.6967,-90.19939,45.41455,2659.372
1515000,511.7945,13561.2,511.7945,0,-90.19541,45.3968,724.809
1515100,515.1673,52015.1,516.0474,0.8801,-90.20343,45.4027,1020.097
1515200,488.3904,622488.84,489.89,1.4996,-90.15227,45.38721,6598.866
1515400,437.8038,6131199.6,437.833,0.0292,-89.75065,45.46827,42535.79
1515700,438.9539,4151.9,438.9539,0,-89.73658,45.46149,250.551
1516500,445.4552,9681721.18,445.5341,0.0789,-89.72943,45.55798,60267.386
1516700,445.1723,227722.43,445.1806,0.0083,-89.73591,45.57406,6461.453
1516800,446.1345,1695174.27,446.5828,0.4483,-89.68356,45.55302,19860.897
1517200,463.5298,955081.07,463.5414,0.0116,-89.63292,45.5625,6303.69
1517300,465.0064,129561.55,465.188,0.1816,-89.61257,45.56652,1692.464
1517400,465.8152,124902.4,466.4907,0.6755,-89.60638,45.56199,1553.081
1517500,458.4405,179307.58,458.4774,0.0369,-89.65374,45.58532,2023.841
1517900,462.9733,1046654.52,463.0767,0.1034,-89.6307,45.61861,13712.737
1518200,464.8475,1032592.24,466.1737,1.3262,-89.62791,45.63158,6904.823
1518500,467.4987,381.06,467.4987,0,-89.5985,45.66778,73.287
1518700,474.1383,255315.9,477.5806,3.4423,-89.57847,45.66377,2401.379
1518900,475.5557,3229.76,477.5716,2.0159,-89.56916,45.65841,455.719
1519000,476.5388,38992.1,478.0288,1.49,-89.60597,45.68166,752.189
1519300,446.5254,42645.25,446.7979,0.2725,-89.67696,45.54912,2551.245
1519400,454.0522,28573.2,454.0523,0.0001,-89.65523,45.54356,753.484
1519600,445.9867,605882.54,446.4897,0.503,-89.69507,45.54674,4969.6
1519800,456.7916,8797.61,457.2567,0.4651,-89.71473,45.59326,1519.114
1519900,457.2725,1489.18,457.3381,0.0656,-89.71472,45.59695,186.761
1520100,445.0915,10776.21,445.2365,0.145,-89.75224,45.54623,665.082
1520900,449.7198,1184845.9,449.7202,0.0004,-89.81267,45.59517,20531.287
1522400,451.787,1186928.49,453.3494,1.5624,-89.7876,45.63741,5659.913
1522700,460.6705,15574.37,460.7505,0.08,-89.6522,45.66836,922.633
1522900,474.7928,587880.02,476.5111,1.7183,-89.62335,45.69746,4866.85
1523000,477.6741,774838.6,478.6503,0.9762,-89.61112,45.70018,5497.432
1523300,461.478,9654.31,461.7816,0.3036,-89.67719,45.70552,1378.334
1523500,468.3496,744958.26,468.7492,0.3996,-89.6992,45.71114,7265.778
1523600,469.5731,1629661.24,472.982,3.4089,-89.68252,45.73209,9803.854
1523800,477.3407,799297.08,479.5994,2.2587,-89.6604,45.7289,6491.977
1523900,477.1725,151972.61,479.4752,2.3027,-89.65107,45.73328,2038.313
1524200,479.5784,36818.79,480.3219,0.7435,-89.64574,45.73027,1038.314
1524300,480.2427,184833.43,481.9651,1.7224,-89.6384,45.73329,2278.969
1524500,453.4077,4478.24,453.474,0.0663,-89.74403,45.67422,747.477
1524700,452.2614,4272.09,453.1003,0.8389,-89.73812,45.67305,581.869
1524900,453.6716,3022.85,453.7002,0.0286,-89.72885,45.66996,330.649
1525500,467.2617,669596.94,468.1137,0.852,-89.74174,45.70804,14524.095
1525900,467.3695,951.26,469.0618,1.6923,-89.75293,45.72208,145.388
1526000,471.7375,2920.41,472.2427,0.5052,-89.75338,45.7461,401.733
1526200,469.2674,327683.34,470.0872,0.8198,-89.75344,45.73545,2455.556
1526600,471.0326,456445.19,472.2761,1.2435,-89.77246,45.73459,3883.811
1526900,471.0471,2743.29,471.5339,0.4868,-89.71332,45.75635,563.024
1527800,476.3166,1194639.85,476.6955,0.3789,-89.80154,45.7656,7202.749
1528100,463.2544,13356.92,463.2554,0.001,-89.82969,45.71886,739.279
1528300,464.0079,17066320.43,464.0512,0.0433,-89.88128,45.71954,159633.827
1528500,464.1847,7004.89,464.1911,0.0064,-89.93292,45.72212,923.072
1528700,480.131,548934.18,482.0368,1.9058,-89.9578,45.78531,4788.111
1529500,473.1189,1657685.84,474.76,1.6411,-89.9982,45.71579,6438.08
1529700,472.598,1058845.93,475.3378,2.7398,-89.97934,45.73533,7866.026
1529900,472.5188,39811.53,475.3105,2.7917,-89.98402,45.73299,748.15
1530100,475.2242,113121.04,477.899,2.6748,-89.99873,45.77898,2414.546
1530200,487.9301,172160.19,488.1441,0.214,-90.00322,45.79705,2353.804
1530400,474.1793,11916.09,474.7527,0.5734,-90.01512,45.71897,1586.609
1531800,490.4024,6889.29,490.6712,0.2688,-90.05129,45.76645,454.213
1532400,477.9957,2487.77,478.6364,0.6407,-89.88763,45.79596,262.68
1532500,478.5636,103993.15,480.3296,1.766,-89.89854,45.79606,1442.349
1533200,471.1332,517836.68,472.3857,1.2525,-89.84387,45.745,3182.815
1533900,472.4617,1746.69,472.4617,0,-89.783,45.79324,261.37
1534100,474.1056,33545.24,474.2189,0.1133,-89.76686,45.79449,2489.95
1534400,472.4617,2392.61,472.7777,0.316,-89.76745,45.80899,253.63
1534800,479.142,801465.81,482.3938,3.2518,-89.74536,45.80864,7092.763
1534900,479.3132,31266.88,482.3049,2.9917,-89.74376,45.79912,714.074
1535000,479.3611,731306.77,482.4836,3.1225,-89.74064,45.78943,5535.301
1535400,472.258,5576.34,472.3268,0.0688,-89.82492,45.84061,770.268
1535600,471.7482,111562.74,471.7489,0.0007,-89.8468,45.82392,1391.611
1535800,477.2422,2489.01,477.2422,0,-89.86934,45.81061,261.765
1535900,477.5803,1405.62,477.5803,0,-89.87078,45.8115,239.761
1536000,471.2425,1701.18,472.8979,1.6554,-89.86402,45.85245,316.117
1536300,476.6456,5299293.92,480.2282,3.5826,-89.89502,45.86863,22207.441
1536600,483.9969,26722.81,488.0107,4.0138,-89.92197,45.83601,644.032
1536700,486.4751,27206.71,488.014,1.5389,-89.92961,45.83485,674.917
1536900,480.9875,17670.45,484.4411,3.4536,-89.91959,45.8611,575.116
1537100,477.0089,474618.34,480.2283,3.2194,-89.90751,45.87481,3643.859
1537200,479.4763,54764.77,484.4411,4.9648,-89.92445,45.86978,920.792
1537400,477.7077,60252.44,480.2199,2.5122,-89.873,45.87729,1343.468
1537800,476.3238,826157.5,480.2391,3.9153,-89.91477,45.88933,6263.455
1537900,477.5044,14098.01,480.2199,2.7155,-89.91119,45.90395,1321.181
1538000,476.208,361375.23,480.2202,4.0122,-89.91724,45.90784,3592.209
1538200,477.0177,2165.38,480.2199,3.2022,-89.90478,45.92066,215.909
1538300,480.1066,4676.22,480.8315,0.7249,-89.89654,45.91734,421.957
1538500,477.7008,40287.57,477.7932,0.0924,-89.77572,45.84323,937.134
1538600,482.532,1782761.58,482.6906,0.1586,-89.75804,45.83924,11173.241
1538800,476.7009,11934.11,476.7009,0,-89.79758,45.86343,1303.38
1538900,477.109,1030763.35,477.161,0.052,-89.81136,45.86861,7156.993
1539100,477.3386,50913.55,477.7179,0.3793,-89.82933,45.86364,1671.009
1539300,476.6458,5723.31,480.8181,4.1723,-89.82592,45.87763,560.723
1539500,479.6259,95170.73,481.7293,2.1034,-89.80411,45.87642,1843.15
1539600,479.838,2832598.1,481.7368,1.8988,-89.8203,45.8976,17392.18
1539700,479.8253,1067658.31,481.7298,1.9045,-89.82004,45.91291,7714.459
1540100,486.2722,5888.22,486.5345,0.2623,-89.75633,45.96893,512.051
1540300,491.4081,294746.07,494.7855,3.3774,-89.72065,45.96035,2689.734
1540400,494.7274,901067.84,496.8376,2.1102,-89.70842,45.97115,7275.576
1540500,488.5454,300231.39,489.2259,0.6805,-89.73992,45.9811,5074.924
1540700,485.6439,65754.41,487.3481,1.7042,-89.7497,45.91401,1123.636
1541000,485.342,89070.47,487.5753,2.2333,-89.7366,45.91325,1237.987
1541100,482.382,342905.06,484.328,1.946,-89.72063,45.89974,3545.957
1541300,485.3904,456376.98,487.0389,1.6485,-89.70084,45.90682,3469.458
1541500,485.409,389962.8,487.5502,2.1412,-89.69024,45.90634,3357.962
1541700,485.4782,53822.92,487.5352,2.057,-89.69492,45.89879,1249.798
1542100,488.5165,320000.78,488.7269,0.2104,-89.69964,45.92086,2663.364
1542300,483.0979,2831875.47,484.1887,1.0908,-89.73828,45.86752,21890.32
1542400,482.8459,5420605.86,484.1475,1.3016,-89.69698,45.87194,33756.108
1542600,482.8918,894615.57,484.0991,1.2073,-89.66369,45.85791,5700.443
1542700,482.938,14009344.37,484.139,1.201,-89.6556,45.82344,49800.541
1542900,483.3384,18826.36,484.0795,0.7411,-89.67039,45.84309,644.49
1543200,483.2206,8752.05,484.9261,1.7055,-89.69567,45.81288,372.894
1543300,483.0759,2121475.06,485.0446,1.9687,-89.71194,45.80474,17127.94
1543500,483.1317,16635.17,484.9261,1.7944,-89.69711,45.80659,479.419
1543700,485.9528,48275.66,489.9207,3.9679,-89.60728,45.82778,1235.461
1543900,483.1063,659156.14,484.2551,1.1488,-89.63746,45.79693,3805.402
1544000,483.1042,165281.4,484.2126,1.1084,-89.65291,45.79867,2758.96
1544200,483.3083,34758.44,484.1487,0.8404,-89.59879,45.81158,2002.287
1544500,485.2355,30929.66,485.5212,0.2857,-89.65253,45.88177,714.38
1544700,485.5166,694128.88,485.7588,0.2422,-89.64319,45.89466,6338.157
1544800,486.9565,1336783.23,487.03,0.0735,-89.62639,45.89347,8306.32
1545100,488.704,17675.49,488.7135,0.0095,-89.6154,45.90347,677.925
1545300,488.4276,2186544.75,490.7489,2.3213,-89.62124,45.9121,10326.885
1545600,491.4149,4331578.05,491.4155,0.0006,-89.64974,45.93027,13494.887
1545700,492.6838,8962.43,493.574,0.8902,-89.62539,45.93479,946.228
1546000,483.0581,191489.7,483.9657,0.9076,-89.73428,45.85136,4912.604
1546100,483.0125,80514.54,483.98,0.9675,-89.73846,45.84375,1093.945
1546200,482.9497,3527.66,483.8729,0.9232,-89.7412,45.84275,244.515
1546300,483.1577,4939.46,484.0795,0.9218,-89.75502,45.85883,649.253
1546500,483.9664,15867.99,484.383,0.4166,-89.76013,45.86419,905.104
1546700,438.7696,2441.04,438.7696,0,-89.79762,45.47809,191.211
1547600,441.6533,50116.45,441.8734,0.2201,-89.85019,45.50238,954.499
1547700,441.8123,1634993.9,441.9727,0.1604,-89.87122,45.51929,16037.029
1547900,441.5988,60627.42,441.9567,0.3579,-89.85801,45.50527,1001.359
1548500,451.2277,13919.24,451.2277,0,-89.87192,45.53421,616.096
1548900,441.7625,73820.14,441.9114,0.1489,-89.89296,45.53491,1170.281
1549100,447.4859,7420.4,447.4859,0,-89.90057,45.55468,449.492
1550200,465.8478,31497.61,467.6822,1.8344,-89.94668,45.63469,815.344
1550300,465.752,86436.24,467.6461,1.8941,-89.94334,45.6352,1883.067
1550600,439.8943,5183.52,439.9528,0.0585,-89.84977,45.48466,554.365
1551700,454.7704,7257.41,454.7704,0,-89.93083,45.5414,599.604
1552500,466.06,37277.15,466.1767,0.1167,-89.9858,45.56734,1727.172
1553400,493.6732,22426.49,493.6852,0.012,-90.03835,45.61868,878.318
1553800,501.4472,17331.18,501.4472,0,-90.0557,45.64341,588.68
1555200,446.3378,123539.83,446.5238,0.186,-89.68257,45.51512,1449.138
1555400,443.4406,1046319.93,445.0298,1.5892,-89.72252,45.53226,4577.041
1555500,443.0521,646318.02,443.3818,0.3297,-89.68637,45.53098,6627.557
1555700,438.9426,2596.89,438.9426,0,-89.68427,45.48284,300.471
1555900,444.5433,5288188.61,444.6061,0.0628,-89.63655,45.48255,43578.578
1556100,446.23,159192.39,446.4007,0.1707,-89.66605,45.49933,1723.237
1556200,445.6222,103008.65,446.2966,0.6744,-89.66896,45.50388,1289.376
1556500,446.2468,53331.07,446.2468,0,-89.61556,45.47856,994.48
1557000,496.4485,137045.37,496.45,0.0015,-89.5454,45.44134,1727.818
1557200,520.1087,21230.81,520.1841,0.0754,-89.46222,45.4499,750.635
1557300,520.3491,16808.98,520.4106,0.0615,-89.45827,45.45032,524.03
1557500,489.181,99074.41,489.1857,0.0047,-89.53615,45.45673,2124.748
1557600,496.2334,18761.05,496.2829,0.0495,-89.53701,45.45005,552.574
1557900,524.8223,56648.96,524.8366,0.0143,-89.48704,45.441,1382.115
1558100,526.4811,8534.93,527.2951,0.814,-89.5141,45.43476,386.28
1558200,526.95,89949.87,527.6671,0.7171,-89.511,45.43242,1489.45
1558400,530.6363,198164.27,530.8387,0.2024,-89.50197,45.4317,3243.152
1558500,525.9017,36714.33,525.9297,0.028,-89.50851,45.44043,1113.008
1559200,458.3954,291663.87,458.8408,0.4454,-89.55324,45.51378,2201.044
1559400,464.5928,88843.33,464.7252,0.1324,-89.53557,45.51986,1781.172
1560000,458.1959,42974.47,458.6632,0.4673,-89.55801,45.51683,763.273
1560400,478.6953,785253.24,478.771,0.0757,-89.50369,45.51686,10280.312
1560600,480.1118,1361.92,480.1118,0,-89.4858,45.50543,172.955
1561400,449.2181,3858.16,449.2181,0,-89.59576,45.46576,331.534
1561600,446.7649,135488.03,446.8869,0.122,-89.60697,45.46806,1522.715
1561800,445.5583,5017.94,445.6641,0.1058,-89.62727,45.49223,355.608
1562600,449.1717,1530.75,449.1861,0.0144,-89.62359,45.53593,174.708
1563000,462.0814,1081.32,462.117,0.0356,-89.59384,45.55075,156.795
1563200,472.7805,350607.21,473.3514,0.5709,-89.57853,45.58211,2436.751
1563400,472.8794,95711.49,472.9245,0.0451,-89.57751,45.57493,2040.606
1563800,462.6213,18430.62,462.6787,0.0574,-89.5611,45.56738,1220.912
1564200,478.6962,2493015.44,478.6979,0.0017,-89.51835,45.6031,12128.418
1564400,479.4418,330167.57,480.3067,0.8649,-89.48284,45.53379,3775.547
1564600,479.7416,246353.05,480.3643,0.6227,-89.47025,45.52626,2421.185
1565500,474.7472,26366.76,474.9501,0.2029,-89.41959,45.56725,683.771
1565600,475.1124,196235.71,475.1128,0.0004,-89.40617,45.57178,1730.636
1566100,495.0966,14494.94,495.0966,0,-89.31543,45.51254,459.867
1566200,495.0484,112028.1,495.0484,0,-89.31477,45.5103,1426.233
1566300,496.0132,67850.49,496.0134,0.0002,-89.32553,45.50844,1122.094
1566600,492.9287,2665.92,492.9518,0.0231,-89.39349,45.50514,248.168
1567000,493.0681,5875.23,493.0748,0.0067,-89.37875,45.5042,467.686
1567200,497.7927,180071.89,497.8729,0.0802,-89.36109,45.49776,2209.855
1567500,467.5255,66790.27,469.3257,1.8002,-89.4651,45.60738,1328.016
1567600,472.756,2301.58,472.8758,0.1198,-89.4733,45.61989,229.87
1568000,466.1495,12423.78,468.2209,2.0714,-89.40055,45.63944,643.651
1568200,470.7007,9908.04,472.4075,1.7068,-89.37563,45.63295,363.103
1568300,474.9218,18868.27,474.9415,0.0197,-89.36366,45.63022,550.537
1568600,473.4515,2857.16,473.5056,0.0541,-89.36428,45.61946,257.904
1568800,473.1136,114314.21,473.1975,0.0839,-89.39645,45.58713,1577.075
1568900,477.5074,232705.88,477.5311,0.0237,-89.40816,45.58147,3094.628
1569300,492.4307,4907.24,492.4307,0,-89.32489,45.54401,276.599
1569600,473.5018,1791452.8,473.612,0.1102,-89.33278,45.60898,9779.287
1569800,474.6005,94257.67,475.0302,0.4297,-89.33968,45.61847,1676.638
1569900,475.9531,1623666.07,477.4034,1.4503,-89.3304,45.63388,11434.772
1570000,477.0292,9488.73,477.3766,0.3474,-89.3406,45.64325,364.327
1570600,476.6009,288870.62,476.9261,0.3252,-89.2558,45.62368,5237.587
1570900,490.7913,1313.59,490.8834,0.0921,-89.19976,45.63817,184.084
1571100,478.0618,963089.3,478.5838,0.522,-89.2555,45.63934,6936.295
1571300,493.6028,556446.38,494.4489,0.8461,-89.17429,45.66884,4987.149
1571750,499.8911,2090.39,499.8911,0,-89.1563,45.70057,284.491
1571800,500.2467,455822.62,502.0926,1.8459,-89.15732,45.72021,3897.664
1571900,501.4768,65890.6,502.0936,0.6168,-89.16765,45.71994,974.739
1572000,477.9676,1023651.55,478.559,0.5914,-89.27434,45.63677,4311.521
1572200,478.0116,391183.82,478.5725,0.5609,-89.30333,45.6552,3231.998
1572300,478.0454,415679.99,478.593,0.5476,-89.29952,45.66378,2912.157
1572400,478.4929,6761.72,478.6053,0.1124,-89.29242,45.66481,1179.935
1572500,478.326,139548.01,478.6194,0.2934,-89.28904,45.66047,1851.139
1572800,483.3603,487237.43,483.3612,0.0009,-89.26323,45.67512,9655.429
1573000,500.7668,143203.11,501.7693,1.0025,-89.21601,45.70104,2540.011
1573800,477.993,1865045.21,478.5719,0.5789,-89.31334,45.66358,6326.128
1574300,487.2512,957940.71,487.2872,0.036,-89.33106,45.73989,4582.989
1575000,501.5524,2113.58,501.5524,0,-89.26696,45.77387,201.187
1575100,490.1852,649062.05,490.8745,0.6893,-89.31911,45.7683,3985.432
1575400,499.6094,117233.31,499.6115,0.0021,-89.22273,45.76496,1574.45
1575500,500.4265,126751.58,501.4402,1.0137,-89.23184,45.76137,1484.407
1575700,498.4554,1680100.17,498.9687,0.5133,-89.1942,45.71382,7831.652
1576100,481.0508,722746.44,481.1216,0.0708,-89.36532,45.66644,3671.076
1576600,488.726,513859.65,488.9222,0.1962,-89.17353,45.58969,3361.773
1577000,484.1264,258525.39,484.6631,0.5367,-89.16467,45.57702,2628.986
1577100,484.1357,163177.66,484.67,0.5343,-89.1649,45.5817,2060.647
1577300,498.2894,21789.72,498.2894,0,-89.12021,45.58117,1004.741
1577500,489.6989,64944.67,491.0626,1.3637,-89.10952,45.59817,1082.977
1577700,496.8856,26553.81,496.8871,0.0015,-89.10532,45.60566,830.267
1577900,498.3045,6099.26,498.3045,0,-89.10635,45.60759,421.022
1578100,496.7053,15913.14,496.7232,0.0179,-89.08123,45.59678,969.294
1578300,503.8705,1538.7,505.0613,1.1908,-89.07265,45.63494,194.148
1578400,506.6543,607607.95,506.8398,0.1855,-89.04563,45.65546,4718.345
1579000,490.0383,14520.63,490.0521,0.0138,-89.29894,45.51701,481.769
1579700,504.2893,2058818.07,505.5841,1.2948,-89.23885,45.45476,9508.222
1579900,484.7057,14345576.2,485.5623,0.8566,-89.1993,45.50592,26207.398
1580200,474.4046,1476155.16,474.4131,0.0085,-89.41657,45.65546,11187.872
1580300,474.6048,743396.45,474.6081,0.0033,-89.42873,45.66048,11515.433
1580400,474.4126,738392.96,474.8334,0.4208,-89.39209,45.66383,9045.462
1580700,475.2271,305229.49,476.0201,0.793,-89.40976,45.68548,2363.626
1581000,475.9002,54686.7,476.085,0.1848,-89.41799,45.68266,946.715
1581200,477.0384,10794.17,477.0956,0.0572,-89.41882,45.69589,642.33
1581600,481.6031,15171.67,481.6092,0.0061,-89.34836,45.71624,480.021
1581700,480.2113,979635.41,481.6594,1.4481,-89.37207,45.72181,4878.896
1582000,490.4006,147802.98,490.4261,0.0255,-89.36034,45.74655,1569.751
1582200,491.6425,408674.98,493.3108,1.6683,-89.34142,45.75398,2954.579
1582500,489.3338,87836.02,490.4684,1.1346,-89.38261,45.76302,1262.698
1582700,489.2922,217118.92,489.858,0.5658,-89.35505,45.77089,2536.451
1582800,502.6582,208804.26,502.9495,0.2913,-89.34326,45.79725,2121.057
1583000,488.0585,193654.82,488.0602,0.0017,-89.41415,45.7394,1960.811
1583200,490.4387,25448.9,490.4387,0,-89.42239,45.73604,659.795
1583500,481.3222,196872.52,481.3653,0.0431,-89.47061,45.6362,2205.251
1583600,480.0728,78541.28,481.3387,1.2659,-89.47844,45.63959,1119.52
1584100,483.7352,126050.64,483.7933,0.0581,-89.43492,45.70798,1418.356
1584400,491.7621,97579.16,491.7725,0.0104,-89.43629,45.74839,1209.071
1584700,476.7778,3417.32,478.5498,1.772,-89.51999,45.68619,310.966
1584800,475.3673,63967.49,475.5018,0.1345,-89.51654,45.71962,3267.613
1585000,476.6219,67951.77,478.323,1.7011,-89.53225,45.70545,1767.241
1585200,480.0958,627.49,480.0958,0,-89.56247,45.7278,104.823
1585300,480.94,2329.4,480.94,0,-89.56376,45.72758,212.18
1585600,478.0533,148118.15,478.8177,0.7644,-89.49199,45.72668,2791.796
1585700,484.5,204259.92,484.517,0.017,-89.46412,45.74501,1729.699
1585900,480.2518,426495.24,480.3019,0.0501,-89.48541,45.74063,9249.295
1586300,487.4529,134807.74,487.7207,0.2678,-89.46547,45.76092,2286.733
1586600,491.1476,498055.57,493.2442,2.0966,-89.44255,45.76074,4321.221
1586700,490.3647,12048.16,490.3817,0.017,-89.44969,45.76861,459.105
1586800,482.3392,435406.73,484.6689,2.3297,-89.49329,45.76406,4127.222
1587300,494.0949,24934.56,494.0949,0,-89.46815,45.77394,648.651
1587400,492.3768,210694.61,493.0262,0.6494,-89.46314,45.77682,2029.483
1587600,481.3745,487937.51,481.6118,0.2373,-89.58574,45.747,4552.821
1588000,482.1052,1526450.07,482.7128,0.6076,-89.58677,45.7848,9722.899
1588100,480.446,2605.89,481.2853,0.8393,-89.53903,45.77758,373.911
1588200,480.798,2910074.57,481.3639,0.5659,-89.52667,45.77112,14235.465
1588300,483.1294,6166.11,483.5845,0.4551,-89.52772,45.80271,657.404
1588500,480.4649,27043.74,480.6425,0.1776,-89.53281,45.80546,925.702
1588700,486.4045,14806.07,486.4045,0,-89.51598,45.80112,499.096
1588800,484.4532,1177.73,484.4532,0,-89.51234,45.80486,188.023
1589100,485.2354,1243841.75,486.0305,0.7951,-89.58248,45.83749,7491.661
1589300,482.4847,1268804.12,484.6837,2.199,-89.55931,45.85575,7326.943
1589400,482.5253,2000.06,484.523,1.9977,-89.56245,45.86225,306.031
1589500,482.6016,7416.72,484.523,1.9214,-89.56936,45.86859,588.465
1589600,483.5114,773463.68,484.5635,1.0521,-89.5899,45.86143,5264.026
1589700,484.0614,7637.69,484.6855,0.6241,-89.58953,45.85225,438.742
1589900,484.0493,1278.19,484.6855,0.6362,-89.59215,45.85131,243.095
1590000,484.4179,178479.09,484.7328,0.3149,-89.58764,45.84814,1861.457
1590200,483.2155,147987.04,484.6598,1.4443,-89.53717,45.8667,1731.969
1590400,482.4572,2358921.03,484.9093,2.4521,-89.53027,45.88565,16245.059
1590600,489.832,88747.29,490.5416,0.7096,-89.49791,45.89609,1225.176
1591000,486.372,76126.14,486.3766,0.0046,-89.5315,45.92102,1134.452
1591100,485.2317,6563022.92,486.9453,1.7136,-89.51979,45.9343,12994.03
1591300,488.865,3650.64,488.865,0,-89.56582,45.93343,401.6
1591500,490.103,40856.44,490.3213,0.2183,-89.57452,45.93676,2706.842
1591700,489.536,15144.34,489.5667,0.0307,-89.57942,45.92774,1466.825
1592000,485.2974,967229.71,486.941,1.6436,-89.51125,45.92098,4964.151
1592400,497.9769,4279474.54,499.0245,1.0476,-89.5193,46.00328,21548.196
1592500,497.4611,281030.01,498.9911,1.53,-89.56512,45.98684,2772.173
1592700,497.6283,335258.77,498.9857,1.3574,-89.54344,46.01983,5835.721
1593100,509.7509,4934021.21,511.3133,1.5624,-89.4846,46.0295,19124.094
1593200,509.781,383137.49,511.2918,1.5108,-89.48274,46.04806,2732.188
1593400,486.522,2179519.38,487.4343,0.9123,-89.48312,45.96554,7537.182
1593700,495.3208,93981.8,495.3847,0.0639,-89.43804,45.94549,1264.75
1593800,493.5432,1361192.06,494.2468,0.7036,-89.4532,45.95051,6362.03
1594000,488.649,383174.72,489.5323,0.8833,-89.45991,45.97748,2740.5
1594600,482.9986,14034.68,484.8852,1.8866,-89.55723,45.8964,595.256
1594700,483.1284,3319.38,484.8852,1.7568,-89.55932,45.8951,270.723
1594800,483.5771,23210.79,484.9158,1.3387,-89.56548,45.90524,2343.629
1595000,482.8808,351889.11,486.3537,3.4729,-89.53449,45.82898,3355.992
1595100,485.6702,28653.25,486.801,1.1308,-89.52225,45.82128,783.736
1595600,488.3844,1160518.81,488.9644,0.58,-89.47954,45.79986,6870.885
1595800,489.2633,1900149.37,489.2635,0.0002,-89.45146,45.85198,11368.091
1596300,492.0885,3932298.07,493.8147,1.7262,-89.45351,45.91661,22961.064
1596600,494.6006,1092139.07,497.1423,2.5417,-89.37989,45.9518,5936.519
1596900,486.8515,2962663.33,487.2478,0.3963,-89.40067,45.86556,11657.774
1597000,486.8305,2215273.5,487.2514,0.4209,-89.39088,45.84903,8051.58
1597200,488.3545,247587.23,490.4532,2.0987,-89.42811,45.78446,2193.427
1597300,489.2629,369319.9,490.4532,1.1903,-89.41249,45.76866,2500.65
1597400,491.1225,334438.77,493.3778,2.2553,-89.42478,45.76118,2413.973
1597500,492.2909,51938.02,493.2441,0.9532,-89.43227,45.76103,845.772
1597600,486.8432,721650.04,487.2547,0.4115,-89.40201,45.81572,4967.276
1597700,489.4301,33044.17,489.4746,0.0445,-89.381,45.81333,2601.144
1598000,486.8904,813108.99,487.2846,0.3942,-89.36733,45.84291,4506.144
1598300,498.0716,866334.28,500.0339,1.9623,-89.31845,45.87163,5925.858
1598500,499.1099,41919.13,500.0327,0.9228,-89.29583,45.87408,873.929
1598700,501.4352,190719.31,501.7282,0.293,-89.3117,45.84139,1638.544
1598900,504.8549,1434406.89,506.0185,1.1636,-89.30162,45.81402,9027.576
1599200,491.0645,1794.7,492.0399,0.9754,-89.32316,45.90208,217.635
1599600,492.806,775866.95,493.8538,1.0478,-89.23786,45.93452,6413.927
1599800,496.2535,232651.24,498.0108,1.7573,-89.23779,45.92145,2151.944
1599900,492.6352,428707.31,493.7026,1.0674,-89.23666,45.94547,2517.685
1600000,492.7715,127451.57,493.7271,0.9556,-89.22848,45.94861,1793.264
1600100,492.9803,703373.72,494.0101,1.0298,-89.22145,45.94293,3760.135
1600200,492.6245,2326247,493.7039,1.0794,-89.20819,45.93222,7489.942
1600300,492.6493,1065443.21,493.7219,1.0726,-89.18722,45.93994,6808.818
1601300,500.226,1218688.12,500.2218,-0.0042,-89.16911,45.97561,6468.26
1602300,517.2412,3584885.48,518.2033,0.9621,-89.02248,46.06449,13501.043
1602600,517.2238,5776833.31,518.2037,0.9799,-88.98193,46.06304,14223.438
