lakeid,lakename,year4,daynum,sampledate,rep,station,depth,wtemp,o2,cond,alk,chlor,phaeo,ph,doc,dic,totnuf,totpuf,suva,flag_wtemp,flag_o2,flag_o2sat,flag_cond,flag_alk,flag_chlor,flag_phaeo,flag_ph,flag_doc,flag_dic,flag_totnuf,flag_totpuf,flag_suva
"BO","Black Oak Lake",2002,176,2002-06-25,1,11,19.00,6.10,10.52,,,,,,,,,,,,,,,,,,,,,,,
"CA","Camp Lake",2002,175,2002-06-24,1,11,1.00,22.94,8.78,,,,,,,,,,,,,,,,,,,,,,,
"CA","Camp Lake",2002,175,2002-06-24,1,11,3.00,21.68,8.77,,,,,,,,,,,,,,,,,,,,,,,
"FO","Found Lake",2002,172,2002-06-21,1,11,0.00,20.80,9.29,,,,,,,,,,,,,,,,,,,,,,,
"FO","Found Lake",2002,172,2002-06-21,1,11,1.00,20.80,9.33,,,,,,,,,,,,,,,,,,,,,,,
"FO","Found Lake",2002,172,2002-06-21,1,11,2.00,20.77,9.33,,,,,,,,,,,,,,,,,,,,,,,
"FO","Found Lake",2002,172,2002-06-21,2,11,3.00,,8.50,,,,,,,,,,,,,,,,,,,,,,,
"JA","Jag Lake",2002,177,2002-06-26,1,11,0.50,,,,,4.32,1.12,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,2,11,0.00,19.11,9.23,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,2,11,1.00,19.10,9.24,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,2,11,2.00,19.04,9.26,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,1,11,4.00,18.93,9.28,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,1,11,5.00,17.12,9.93,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,2,11,6.00,13.68,11.34,,,,,,,,,,,,,,,,,,,,,,,
"JU","Jute Lake",2002,171,2002-06-20,2,11,7.00,12.60,3.87,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2002,179,2002-06-28,1,11,8.00,10.48,13.01,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2002,179,2002-06-28,1,11,11.00,7.63,9.51,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2002,179,2002-06-28,1,11,13.00,7.08,7.54,,,,,,,,,,,,,,,,,,,,,,,
"LJ","Little John Lake",2002,178,2002-06-27,1,11,1.00,22.74,9.36,,,,,,,,,,,,,,,,,,,,,,,
"LJ","Little John Lake",2002,178,2002-06-27,1,11,4.00,20.00,7.84,,,,,,,,,,,,,,,,,,,,,,,
"LO","Lost Lake",2002,172,2002-06-21,1,11,0.00,20.30,8.91,,,,,,,,,,,,,,,,,,,,,,,
"MN","Moon Lake",2002,179,2002-06-28,1,11,1.00,23.75,8.96,,,,,,,,,,,,,,,,,,,,,,,
"MN","Moon Lake",2002,179,2002-06-28,1,11,4.00,17.68,11.27,,,,,,,,,,,,,,,,,,,,,,,
"MN","Moon Lake",2002,179,2002-06-28,1,11,6.00,12.77,12.36,,,,,,,,,,,,,,,,,,,,,,,
"NE","Nebish Lake",2002,175,2002-06-24,1,11,1.00,21.72,9.07,,,,,,,,,,,,,,,,,,,,,,,
"NE","Nebish Lake",2002,177,2002-06-26,2,11,0.50,,,,,,,,,,,,,,,,,,"D",,,,,,,
"PA","Palmer Lake",2002,171,2002-06-20,2,11,1.00,19.32,9.02,,,,,,,,,,,,,,,,,,,,,,,
"PA","Palmer Lake",2002,171,2002-06-20,2,11,2.00,19.43,9.02,,,,,,,,,,,,,,,,,,,,,,,
"RN","Round Lake",2002,144,2002-05-24,1,11,0.50,,,,,7.61,2.30,,5.83,12.03,,,265.940,,,,,,,,,,,,,
"ST","Stormy Lake",2002,178,2002-06-27,1,11,2.00,20.98,9.34,,,,,,,,,,,,,,,,,,,,,,,
"ST","Stormy Lake",2002,178,2002-06-27,1,11,5.00,18.36,10.58,,,,,,,,,,,,,,,,,,,,,,,
"ST","Stormy Lake",2002,178,2002-06-27,1,11,7.00,16.53,11.26,,,,,,,,,,,,,,,,,,,,,,,
"ST","Stormy Lake",2002,178,2002-06-27,1,11,10.00,11.04,12.91,,,,,,,,,,,,,,,,,,,,,,,
"ST","Stormy Lake",2002,178,2002-06-27,1,11,12.00,10.12,10.30,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2002,171,2002-06-20,1,11,0.50,,,85.00,749.33,7.39,2.37,7.73,,,552,5,,,,,,,,,,"D","D",,,
"TN","Tenderfoot Lake",2002,171,2002-06-20,1,11,3.00,18.60,8.79,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2002,171,2002-06-20,1,11,6.00,12.29,4.28,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2002,171,2002-06-20,1,11,8.00,10.99,3.52,,,,,,,,,,,,,,,,,,,,,,,
"TN","Tenderfoot Lake",2002,171,2002-06-20,1,11,10.00,10.59,0.85,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2002,266,2002-09-23,1,11,1.00,17.41,8.80,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2002,266,2002-09-23,1,11,3.00,17.41,8.79,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2002,266,2002-09-23,1,11,7.00,12.38,1.76,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2002,266,2002-09-23,1,11,1.00,17.06,9.00,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2002,266,2002-09-23,1,11,6.00,16.78,8.99,,,,,,,,,,,,,,,,,,,,,,,
"BA","Bass Lake",2003,163,2003-06-12,1,11,1.50,19.02,9.79,,,,,,,,,,,,,,,,,,,,,,,
"BA","Bass Lake",2003,163,2003-06-12,1,11,3.00,18.02,10.18,,,,,,,,,,,,,,,,,,,,,,,
"BA","Bass Lake",2003,163,2003-06-12,1,11,4.00,18.05,10.73,,,,,,,,,,,,,,,,,,,,,,,
"BL","Ballard Lake",2003,160,2003-06-09,1,11,1.00,17.78,9.38,,,,,,,,,,,,,,,,,,,,,,,
"BL","Ballard Lake",2003,160,2003-06-09,1,11,4.00,17.29,9.22,,,,,,,,,,,,,,,,,,,,,,,
"BM","Big Muskellunge Lake",2003,176,2003-06-25,1,11,2.00,22.50,8.80,,,,,,,,,,,,,,,,,,,,,,,
"BM","Big Muskellunge Lake",2003,176,2003-06-25,1,11,5.00,22.40,9.00,,,,,,,,,,,,,,,,,,,,,,,
"BM","Big Muskellunge Lake",2003,176,2003-06-25,1,11,8.00,13.80,12.10,,,,,,,,,,,,,,,,,,,,,,,
"CP","Carpenter Lake",2003,162,2003-06-11,1,11,2.00,17.25,9.18,,,,,,,,,,,,,,,,,,,,,,,
"CP","Carpenter Lake",2003,162,2003-06-11,1,11,4.00,17.22,9.17,,,,,,,,,,,,,,,,,,,,,,,
"CP","Carpenter Lake",2003,162,2003-06-11,1,11,5.00,17.25,9.18,,,,,,,,,,,,,,,,,,,,,,,
"ER","Erickson Lake",2003,161,2003-06-10,1,11,0.00,17.85,9.03,,,,,,,,,,,,,,,,,,,,,,,
"ER","Erickson Lake",2003,161,2003-06-10,1,11,2.00,17.85,9.10,,,,,,,,,,,,,,,,,,,,,,,
"ER","Erickson Lake",2003,161,2003-06-10,1,11,3.50,17.85,9.09,,,,,,,,,,,,,,,,,,,,,,,
"ER","Erickson Lake",2003,161,2003-06-10,1,11,4.50,17.85,9.08,,,,,,,,,,,,,,,,,,,,,,,
"KA","Katinka Lake",2003,164,2003-06-13,1,11,1.00,18.92,10.40,,,,,,,,,,,,,,,,,,,,,,,
"KA","Katinka Lake",2003,164,2003-06-13,1,11,4.00,17.39,10.69,,,,,,,,,,,,,,,,,,,,,,,
"KA","Katinka Lake",2003,164,2003-06-13,1,11,7.00,10.91,12.47,,,,,,,,,,,,,,,,,,,,,,,
"LV","Little Arbor Vitae Lake",2003,160,2003-06-09,1,11,5.00,15.88,5.35,,,,,,,,,,,,,,,,,,,,,,,
"LV","Little Arbor Vitae Lake",2003,160,2003-06-09,1,11,7.00,13.81,0.40,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,0.00,16.60,9.79,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,3.00,16.32,9.88,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,5.00,16.27,9.88,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,8.00,14.86,10.24,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,11.00,13.25,0.07,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2003,272,2003-09-29,1,11,1.00,12.90,8.22,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2003,272,2003-09-29,1,11,3.00,12.10,9.48,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2003,272,2003-09-29,1,11,6.75,12.30,2.70,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,2.00,17.54,9.88,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,6.00,12.08,10.50,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,8.00,8.84,5.11,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,11.00,6.90,0.09,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,13.00,6.62,0.06,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,15.00,6.50,0.06,,,,,,,,,,,,,,,,,,,,,,,
"MC","McCullough Lake",2003,164,2003-06-13,1,11,1.00,18.37,9.15,,,,,,,,,,,,,,,,,,,,,,,
"MC","McCullough Lake",2003,164,2003-06-13,1,11,3.00,16.91,7.86,,,,,,,,,,,,,,,,,,,,,,,
"MC","McCullough Lake",2003,164,2003-06-13,1,11,4.50,13.51,2.09,,,,,,,,,,,,,,,,,,,,,,,
"NL","Nelson Lake",2003,170,2003-06-19,1,11,4.00,19.35,9.60,,,,,,,,,,,,,,,,,,,,,,,
"NL","Nelson Lake",2003,170,2003-06-19,1,11,6.00,14.61,11.42,,,,,,,,,,,,,,,,,,,,,,,
"NL","Nelson Lake",2003,170,2003-06-19,1,11,8.00,11.00,7.53,,,,,,,,,,,,,,,,,,,,,,,
"NL","Nelson Lake",2003,170,2003-06-19,2,11,0.50,,,19.00,101.00,1.20,0.70,7.41,4.40,1.55,313,7,,,,,,,,,,,,,,
"OX","Oxbow Lake",2003,167,2003-06-16,1,11,2.00,19.59,9.25,,,,,,,,,,,,,,,,,,,,,,,
"OX","Oxbow Lake",2003,167,2003-06-16,1,11,5.00,12.55,4.96,,,,,,,,,,,,,,,,,,,,,,,
"OX","Oxbow Lake",2003,167,2003-06-16,1,11,7.00,9.47,4.99,,,,,,,,,,,,,,,,,,,,,,,
"OX","Oxbow Lake",2003,167,2003-06-16,1,11,11.00,8.17,2.77,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,7.00,9.33,9.00,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,10.00,7.98,6.58,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,15.00,6.70,3.74,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,18.00,6.24,1.02,,,,,,,,,,,,,,,,,,,,,,,
"UB","Upper Buckatabon Lake",2003,157,2003-06-06,1,11,0.00,19.08,10.11,,,,,,,,,,,,,,,,,,,,,,,
"UB","Upper Buckatabon Lake",2003,157,2003-06-06,1,11,2.00,18.74,10.23,,,,,,,,,,,,,,,,,,,,,,,
"UB","Upper Buckatabon Lake",2003,157,2003-06-06,1,11,4.00,15.48,10.10,,,,,,,,,,,,,,,,,,,,,,,
"UB","Upper Buckatabon Lake",2003,157,2003-06-06,1,11,7.00,10.54,4.60,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,3.00,14.80,10.53,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,5.00,14.10,10.72,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,10.00,8.20,9.99,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,13.00,7.40,8.73,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,18.00,6.70,5.94,,,,,,,,,,,,,,,,,,,,,,,
"WS","White Sand Lake",2003,153,2003-06-02,1,11,20.00,6.61,5.30,,,,,,,,,,,,,,,,,,,,,,,
"BL","Ballard Lake",2003,160,2003-06-09,1,11,5.00,17.27,7.12,,,,,,,,,,,,,,,,,,,,,,,
"BM","Big Muskellunge Lake",2003,176,2003-06-25,1,11,7.00,15.80,11.30,,,,,,,,,,,,,,,,,,,,,,,
"BM","Big Muskellunge Lake",2003,176,2003-06-25,1,11,12.00,9.60,9.40,,,,,,,,,,,,,,,,,,,,,,,
"CP","Carpenter Lake",2003,162,2003-06-11,1,11,1.00,17.63,9.13,,,,,,,,,,,,,,,,,,,,,,,
"ER","Erickson Lake",2003,161,2003-06-10,1,11,5.00,15.62,0.02,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2003,160,2003-06-09,1,11,9.00,14.59,10.29,,,,,,,,,,,,,,,,,,,,,,,
"LN","Little Rock Lake - North",2003,272,2003-09-29,1,11,10.00,7.10,0.17,,,,,,,,,,,,,,,,,,,,,,,
"LR","Little Rock Lake - South",2003,272,2003-09-29,1,11,5.00,12.10,9.40,,,,,,,,,,,,,,,,,,,,,,,
"LG","Little St Germain Lake",2003,161,2003-06-10,1,11,3.00,17.53,9.88,,,,,,,,,,,,,,,,,,,,,,,
"MR","Morton Lake",2003,164,2003-06-13,1,11,5.00,11.96,2.32,,,,,,,,,,,,,,,,,,,,,,,
"NL","Nelson Lake",2003,170,2003-06-19,1,11,0.00,21.25,9.03,,,,,,,,,,,,,,,,,,,,,,,
"OX","Oxbow Lake",2003,167,2003-06-16,1,11,9.00,8.89,4.19,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,8.00,8.79,8.22,,,,,,,,,,,,,,,,,,,,,,,
"PP","Papoose Lake",2003,167,2003-06-16,1,11,13.00,7.22,5.00,,,,,,,,,,,,,,,,,,,,,,,
"UB","Upper Buckatabon Lake",2003,157,2003-06-06,1,11,12.00,8.64,0.09,,,,,,,,,,,,,,,,,,,,,,,
"AN","Anvil Lake",2004,162,2004-06-10,1,11,3.00,17.52,9.24,,,,,,,,,,,,,,,,,,,,,,,
"AN","Anvil Lake",2004,162,2004-06-10,1,11,5.00,15.90,9.48,,,,,,,,,,,,,,,,,,,,,,,
"AN","Anvil Lake",2004,162,2004-06-10,1,11,8.00,13.25,5.47,,,,,,,,,,,,,,,,,,,,,,,
"AN","Anvil Lake",2004,162,2004-06-10,1,11,10.00,12.52,0.12,,,,,,,,,,,,,,,,,,,,,,,
"CL","Circle Lily Lake",2004,155,2004-06-03,1,11,1.00,14.20,9.70,,,,,,,,,,,,,,,,,,,,,,,
"CL","Circle Lily Lake",2004,155,2004-06-03,1,11,6.00,12.40,9.00,,,,,,,,,,,,,,,,,,,,,,,
"CL","Circle Lily Lake",2004,155,2004-06-03,1,11,9.00,9.30,5.10,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,159,2004-06-07,1,11,0.00,17.60,9.90,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,159,2004-06-07,1,11,3.00,14.50,10.20,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,159,2004-06-07,1,11,15.00,6.20,7.40,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,159,2004-06-07,1,11,19.00,6.10,7.60,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,159,2004-06-07,1,11,21.00,5.90,0.30,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,0.00,19.53,9.36,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,2.00,18.58,9.48,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,4.00,17.73,9.49,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,7.00,10.78,8.45,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,10.00,7.15,7.45,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,15.00,6.06,6.00,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,18.00,5.85,4.42,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,21.00,5.78,0.19,,,,,,,,,,,,,,,,,,,,,,,
"DA","Day Lake",2004,161,2004-06-09,1,11,11.00,7.03,10.51,,,,,,,,,,,,,,,,,,,,,,,
"DA","Day Lake",2004,161,2004-06-09,1,11,14.00,6.63,6.89,,,,,,,,,,,,,,,,,,,,,,,
"DA","Day Lake",2004,161,2004-06-09,1,11,17.00,6.35,0.16,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,0.00,19.60,9.00,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,2.00,19.10,9.20,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,5.00,15.80,8.20,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,7.00,14.20,5.30,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,9.00,13.50,4.50,,,,,,,,,,,,,,,,,,,,,,,
"ES","Escanaba Lake",2004,159,2004-06-07,1,11,2.00,17.70,11.00,,,,,,,,,,,,,,,,,,,,,,,
"ES","Escanaba Lake",2004,159,2004-06-07,1,11,7.00,12.60,7.40,,,,,,,,,,,,,,,,,,,,,,,
"JO","Johnson Lake",2004,156,2004-06-04,1,11,4.00,13.80,11.50,,,,,,,,,,,,,,,,,,,,,,,
"JO","Johnson Lake",2004,156,2004-06-04,1,11,6.00,10.10,11.90,,,,,,,,,,,,,,,,,,,,,,,
"JO","Johnson Lake",2004,156,2004-06-04,1,11,9.00,6.60,4.90,,,,,,,,,,,,,,,,,,,,,,,
"JO","Johnson Lake",2004,156,2004-06-04,1,11,11.00,5.90,1.20,,,,,,,,,,,,,,,,,,,,,,,
"JO","Johnson Lake",2004,156,2004-06-04,1,11,13.00,5.60,0.10,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,1.00,17.75,9.34,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,3.00,17.02,9.60,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,6.00,14.71,10.33,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,10.00,7.10,9.19,,,,,,,,,,,,,,,,,,,,,,,
"LI","Little Crawling Stone Lake",2004,156,2004-06-04,1,11,3.00,15.10,10.60,,,,,,,,,,,,,,,,,,,,,,,
"LI","Little Crawling Stone Lake",2004,156,2004-06-04,1,11,7.00,10.80,11.30,,,,,,,,,,,,,,,,,,,,,,,
"LI","Little Crawling Stone Lake",2004,156,2004-06-04,1,11,11.00,7.40,2.80,,,,,,,,,,,,,,,,,,,,,,,
"LI","Little Crawling Stone Lake",2004,156,2004-06-04,1,11,14.00,7.20,0.10,,,,,,,,,,,,,,,,,,,,,,,
"MU","Muskellunge Lake",2004,162,2004-06-10,1,11,1.00,19.30,8.36,,,,,,,,,,,,,,,,,,,,,,,
"MU","Muskellunge Lake",2004,162,2004-06-10,1,11,4.00,15.97,4.07,,,,,,,,,,,,,,,,,,,,,,,
"OT","Otter Lake",2004,160,2004-06-08,1,11,0.00,20.00,9.40,,,,,,,,,,,,,,,,,,,,,,,
"OT","Otter Lake",2004,160,2004-06-08,1,11,2.00,19.80,9.60,,,,,,,,,,,,,,,,,,,,,,,
"OT","Otter Lake",2004,160,2004-06-08,1,11,4.00,14.80,8.70,,,,,,,,,,,,,,,,,,,,,,,
"PI","Pioneer Lake",2004,154,2004-06-02,1,11,0.00,13.96,9.90,,,,,,,,,,,"J","J",,,,,,,,,,,
"PI","Pioneer Lake",2004,154,2004-06-02,1,11,4.00,13.91,9.90,,,,,,,,,,,"J","J",,,,,,,,,,,
"PI","Pioneer Lake",2004,154,2004-06-02,1,11,8.00,13.79,9.40,,,,,,,,,,,"J","J",,,,,,,,,,,
"PI","Pioneer Lake",2004,154,2004-06-02,1,11,9.00,13.20,0.00,,,,,,,,,,,"J","J",,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,13.00,6.50,9.70,,,,,,,,,,,,,,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,16.00,6.10,8.20,,,,,,,,,,,,,,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,21.00,5.90,0.10,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,1.00,18.01,9.43,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,4.00,18.02,9.43,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,6.00,15.02,10.05,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,9.00,10.44,9.81,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,11.00,8.25,8.80,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,13.00,7.46,7.52,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,16.00,7.13,6.90,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,18.00,6.97,6.06,,,,,,,,,,,,,,,,,,,,,,,
"TI","Twin Lake South",2004,154,2004-06-02,1,11,14.00,10.70,0.10,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2004,182,2004-06-30,1,11,2.00,18.70,9.80,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2004,182,2004-06-30,1,11,4.00,17.70,10.10,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2004,182,2004-06-30,1,11,7.00,17.40,10.20,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2004,182,2004-06-30,1,11,9.00,17.00,10.10,,,,,,,,,,,,,,,,,,,,,,,
"LA","Lake Laura",2004,182,2004-06-30,1,11,11.50,16.10,0.70,,,,,,,,,,,,,,,,,,,,,,,
"MR","Morton Lake",2004,182,2004-06-30,1,11,0.00,19.80,9.70,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,9.00,7.82,8.03,,,,,,,,,,,,,,,,,,,,,,,
"CB","Crab Lake",2004,166,2004-06-14,1,11,17.00,5.94,5.40,,,,,,,,,,,,,,,,,,,,,,,
"DA","Day Lake",2004,161,2004-06-09,1,11,1.00,19.02,9.08,,,,,,,,,,,,,,,,,,,,,,,
"DA","Day Lake",2004,161,2004-06-09,1,11,10.00,7.42,11.53,,,,,,,,,,,,,,,,,,,,,,,
"EA","Eagle Lake",2004,160,2004-06-08,1,11,10.00,13.90,0.30,,,,,,,,,,,,,,,,,,,,,,,
"ES","Escanaba Lake",2004,159,2004-06-07,1,11,3.00,17.70,10.80,,,,,,,,,,,,,,,,,,,,,,,
"ES","Escanaba Lake",2004,182,2004-06-30,1,11,0.00,20.00,9.10,,,,,,,,,,,,,,,,,,,,,,,
"ES","Escanaba Lake",2004,182,2004-06-30,1,11,6.00,15.70,3.00,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,5.00,16.20,9.73,,,,,,,,,,,,,,,,,,,,,,,
"LL","Lac Du Lune Lake",2004,166,2004-06-14,1,11,11.00,6.63,7.85,,,,,,,,,,,,,,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,2.00,14.10,11.00,,,,,,,,,,,,,,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,11.00,7.10,11.50,,,,,,,,,,,,,,,,,,,,,,,
"SP","Sparkling Lake",2004,155,2004-06-03,1,11,17.00,6.00,7.30,,,,,,,,,,,,,,,,,,,,,,,
"SA","Star Lake",2004,161,2004-06-09,1,11,19.00,6.92,5.57,,,,,,,,,,,,,,,,,,,,,,,
"TI","Twin Lake South",2004,154,2004-06-02,1,11,9.00,12.60,9.80,,,,,,,,,,,"J","J",,,,,,,,,,,
"MR","Morton Lake",2004,182,2004-06-30,1,11,2.00,19.70,10.10,,,,,,,,,,,,,,,,,,,,,,,
"BG","Big Lake",2001,172,2001-06-21,1,11,9.00,11.90,3.37,,,,,,,,,,,,,,,,,,,,,,,
"BP","Big Portage Lake",2001,186,2001-07-05,1,11,0.00,21.01,8.46,,,,,,,,362,9,,,,,,,"U","U",,,,,,
"BP","Big Portage Lake",2001,227,2001-08-15,1,11,9.00,20.99,1.34,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,221,2001-08-09,1,11,1.00,25.92,7.13,,,,,,,,,,,,,,,,,,,,,,,
"BS","Big St Germain Lake",2001,221,2001-08-09,1,11,5.00,23.77,7.32,,,,,,,,,,,,,,,,,,,,,,,
"IN","Indian Lake",2001,222,2001-08-10,1,11,3.00,25.15,7.42,,,,,,,,,,,,,,,,,,,,,,,
"LD","Little Spider Lake",2001,170,2001-06-19,1,11,2.00,20.40,9.74,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,6.00,20.54,8.28,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,186,2001-07-05,1,11,15.00,6.36,3.17,,,,,,,,,,,,,,,,,,,,,,,
"LS","Little Star Lake",2001,247,2001-09-04,2,11,6.00,20.41,8.50,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,185,2001-07-04,1,11,13.00,6.10,0.21,,,,,,,,,,,,,,,,,,,,,,,
"LX","Lynx Lake",2001,228,2001-08-16,1,11,5.00,21.06,8.05,,,,,,,,,,,,,,,,,,,,,,,
