site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Valkea-Kotinen,6793840,3396364,17/09/2002,58.9,254,1167,1097,18,15,430,NA,9.2,5,4.6,250
Valkea-Kotinen,6793953,3396309,16/12/2002,58.8,254,1167,1097,16,15,580,NA,0.1,12,5.5,380
Kelopuro,7011934,3686152,16/12/2003,65.3,254,1167,1097,21,6,250,NA,2.3,10,5.2,560
Kelopuro,7011934,3686152,17/09/2003,60.3,254,1167,1097,20,7,290,NA,9.9,9,5.7,300
Kelopuro,7011934,3686152,12/10/2004,64.6,254,1167,1097,22,8,250,NA,4.8,2.5,4.8,280
Kelopuro,7011934,3686152,27/04/2004,59.1,254,1167,1097,21,6,250,NA,2.1,39,4.75,300
Pieni.Hietajarvi,7012111,3686181,08/12/2004,76.3,254,1167,1097,21,15,250,NA,2,7,5.5,1300
Pieni.Hietajarvi,7012111,3686181,22/01/2004,74.3,254,1167,1097,21,13,300,NA,3.3,28,5.7,1200
Pieni.Hietajarvi,7012111,3686181,05/02/2004,71.5,254,1167,1097,20,13,290,NA,3.6,34,5.65,1400
Pieni.Hietajarvi,7012111,3686181,09/11/2004,67.8,254,1167,1097,19,10,250,NA,2.3,9,5.25,760
Pieni.Hietajarvi,7012111,3686181,06/07/2004,62.3,254,1167,1097,18,9,300,NA,19.8,6,5.7,420
Pieni.Hietajarvi,7012111,3686181,13/05/2004,55.3,254,1167,1097,18,12,280,NA,5.6,24,5.3,700
Valkea-Kotinen,6793953,3396309,30/03/2004,63.2,254,1167,1097,17,11,590,NA,0.2,37,5.3,320
Valkea-Kotinen,6793953,3396309,24/03/2004,60.7,254,1167,1097,16,11,610,NA,0.2,53,5.4,290
Valkea-Kotinen,6793953,3396309,16/03/2004,60,254,1167,1097,17,10,760,NA,0.2,120,5.2,330
Valkea-Kotinen,6794148,3396198,03/03/2004,58.3,254,1167,1097,17,13,610,NA,2.1,54,5.4,260
Valkea-Kotinen,6793840,3396364,26/04/2005,68.4,254,1167,1097,20,15,430,NA,3.3,23,4.8,250
Valkea-Kotinen,6793840,3396364,17/10/2005,67.9,254,1167,1097,19,18,490,NA,5.3,17,5.1,280
Valkea-Kotinen,6794148,3396198,16/06/2005,67.5,254,1167,1097,19,17,490,NA,16.9,1,5.5,240
Valkea-Kotinen,6793953,3396309,21/11/2005,66.9,254,1167,1097,18,15,560,NA,1.3,38,5.7,310
Valkea-Kotinen,6793953,3396309,17/10/2005,64.6,254,1167,1097,18,19,480,NA,5.1,5,5.4,310
Valkea-Kotinen,6794148,3396198,17/10/2005,64.2,254,1167,1097,18,18,510,NA,7.9,10,5.6,350
Valkea-Kotinen,6793953,3396309,19/09/2005,63.4,254,1167,1097,18,14,450,NA,8.4,3,5.3,240
Valkea-Kotinen,6794148,3396198,25/07/2005,61.9,254,1167,1097,17,17,460,NA,19.1,1,5.5,230
Hietapuro,7012761,3687222,24/10/2006,47.4,254,1167,1097,18,8,340,NA,3.7,10,5.96,260
Pieni.Hietajarvi,7012111,3686181,22/08/2006,91.8,254,1167,1097,21,81,460,NA,6.2,2.5,6.21,8100
Pieni.Hietajarvi,7012111,3686181,17/05/2006,54.6,254,1167,1097,15,10,290,NA,4.2,37,5.68,NA
Valkea-Kotinen,6794148,3396198,17/05/2006,69.4,254,1167,1097,18,18,NA,600,4.9,51,5.2,430
Valkea-Kotinen,6793953,3396309,16/01/2006,69.4,254,1167,1097,18,14,NA,600,0.3,51,5.5,300
Valkea-Kotinen,6794148,3396198,15/03/2006,68.4,254,1167,1097,18,21,NA,700,3.7,86,5.3,NA
Valkea-Kotinen,6793953,3396309,04/12/2006,66.9,254,1167,1097,18,14,NA,550,2.2,31,5,270
Valkea-Kotinen,6793953,3396309,06/11/2006,66.7,254,1167,1097,18,17,NA,610,0.8,22,5.4,280
Valkea-Kotinen,6793953,3396309,11/05/2006,63.3,254,1167,1097,21,18,NA,430,14.2,1,5.6,250
Valkea-Kotinen,6793953,3396309,17/05/2006,62.8,254,1167,1097,17,16,NA,410,8,1,5.4,250
Valkea-Kotinen,6793953,3396309,14/06/2006,62.4,254,1167,1097,18,21,NA,510,18.6,1,5.2,190
Valkea-Kotinen,6794148,3396198,12/07/2006,56.3,254,1167,1097,16,17,NA,500,22.5,1,5.6,NA
Kelopuro,7011934,3686152,22/11/2007,65.6,254,1167,1097,19,5,270,NA,2.8,2.5,5.31,400
Kelopuro,7011934,3686152,13/12/2007,62.6,254,1167,1097,18,4,250,NA,1.7,7,4.96,350
Kelopuro,7011934,3686152,16/01/2007,61.1,254,1167,1097,20,5,250,NA,2.1,2.5,5.01,410
Pieni.Hietajarvi,7012111,3686181,22/03/2007,67.2,254,1167,1097,21,9,330,NA,2.5,11,5.61,1100
Pieni.Hietajarvi,7012111,3686181,22/03/2007,65,254,1167,1097,20,10,360,NA,2.9,27,5.67,1200
Pieni.Hietajarvi,7012111,3686181,22/03/2007,63.6,254,1167,1097,19,9,310,NA,1.2,6,5.66,1050
Pieni.Hietajarvi,7012111,3686181,23/08/2007,17.8,254,1167,1097,22,10,300,NA,18.7,2.5,5.72,600
Valkea-Kotinen,6794148,3396198,13/03/2007,70.1,254,1167,1097,20,16,NA,640,3.7,55,5.1,NA
Valkea-Kotinen,6794148,3396198,18/12/2007,66.7,254,1167,1097,17,22,NA,750,3.9,26,5.4,NA
Valkea-Kotinen,6793953,3396309,02/05/2007,66,254,1167,1097,19,23,NA,550,7,2,5.3,310
Valkea-Kotinen,6793953,3396309,06/11/2007,64.6,254,1167,1097,18,17,NA,590,1.9,22,5.4,310
Valkea-Kotinen,6793953,3396309,18/12/2007,64.1,254,1167,1097,17,16,NA,640,0.7,31,5.3,290
Valkea-Kotinen,6793953,3396309,07/05/2007,63.9,254,1167,1097,18,19,NA,480,8.4,2,5.2,300
Valkea-Kotinen,6793953,3396309,10/04/2007,63.1,254,1167,1097,18,22,NA,500,1.2,2,5,310
Valkea-Kotinen,6793953,3396309,21/11/2007,62.1,254,1167,1097,16,18,NA,600,0.7,38,5.5,290
Valkea-Kotinen,6793953,3396309,17/09/2007,61.8,254,1167,1097,16,15,NA,520,9.2,7,5.4,280
Valkea-Kotinen,6793953,3396309,31/07/2007,59.5,254,1167,1097,17,19,NA,510,15.8,4,5.1,220
Kelopuro,7011934,3686152,09/10/2008,63,254,1167,1097,20,7,240,NA,5.2,2.5,5.8,380
Kelopuro,7011934,3686152,18/11/2008,58.8,254,1167,1097,18,5,220,NA,2.1,2.5,4.77,290
Pieni.Hietajarvi,7012111,3686181,17/03/2008,75,254,1167,1097,19,9,350,NA,3.5,60,5.67,1300
Pieni.Hietajarvi,7012111,3686181,13/02/2008,73.2,254,1167,1097,20,11,280,NA,3.7,52,5.71,1400
Pieni.Hietajarvi,7012111,3686181,08/04/2008,72.1,254,1167,1097,20,10,290,NA,3.6,61,5.65,1300
Pieni.Hietajarvi,7012111,3686181,17/03/2008,70.4,254,1167,1097,19,12,360,NA,3.9,80,5.77,1400
Valkea-Kotinen,6793953,3396309,08/10/2008,68.2,254,1167,1097,18,20,NA,440,5.8,2,5.3,360
Valkea-Kotinen,6793953,3396309,12/05/2008,62.3,254,1167,1097,17,26,NA,530,12.2,2,5.2,360
Valkea-Kotinen,6793953,3396309,06/05/2008,61.5,254,1167,1097,17,16,NA,470,7.9,1,5.2,340
Valkea-Kotinen,6794148,3396198,16/09/2008,61.4,254,1167,1097,16,16,NA,420,9.8,2,5.3,NA
Valkea-Kotinen,6793953,3396309,16/09/2008,61.1,254,1167,1097,17,20,NA,440,8.1,2,5.4,320
Valkea-Kotinen,6793953,3396309,30/09/2008,60.6,254,1167,1097,17,18,NA,440,5.2,1,5.4,310
Valkea-Kotinen,6794148,3396198,16/09/2008,60.5,254,1167,1097,16,16,NA,430,9.9,2,5.4,NA
Valkea-Kotinen,6793953,3396309,18/08/2008,60.3,254,1167,1097,17,31,NA,610,16.6,1,5.4,250
Kelopuro,7011934,3686152,20/10/2009,67.6,254,1167,1097,23,6,270,NA,4.2,2.5,5.45,430
Kelopuro,7011934,3686152,07/10/2009,65.4,254,1167,1097,21,8,300,NA,4.8,2.5,5.7,470
Pieni.Hietajarvi,7012111,3686181,13/10/2009,77.4,254,1167,1097,18,17,280,NA,4.2,2.5,6.25,2400
Pieni.Hietajarvi,7012111,3686181,13/10/2009,77.4,254,1167,1097,20,17,280,NA,4.2,2.5,6.21,2300
Pieni.Hietajarvi,7012111,3686181,13/10/2009,77.4,254,1167,1097,19,17,290,NA,4.2,2.5,6.22,2400
Pieni.Hietajarvi,7012111,3686181,07/12/2009,68.9,254,1167,1097,19,9,250,NA,2.6,6,6.02,1500
Pieni.Hietajarvi,7012111,3686181,07/12/2009,68.6,254,1167,1097,20,7,250,NA,2.1,5,5.89,1200
Pieni.Hietajarvi,7012111,3686181,07/12/2009,66.9,254,1167,1097,19,9,280,NA,3.1,7,5.97,1400
Pieni.Hietajarvi,7012111,3686181,22/07/2009,61.4,254,1167,1097,18,18,350,NA,18,2.5,5.96,420
Valkea-Kotinen,6794148,3396198,11/08/2009,73.1,254,1167,1097,19,21,NA,510,12.2,NA,5.1,650
Valkea-Kotinen,6794148,3396198,19/05/2009,71.9,254,1167,1097,20,21,NA,520,5.8,NA,5.2,520
Valkea-Kotinen,6794148,3396198,20/07/2009,71.7,254,1167,1097,18,21,NA,490,11.2,NA,5,565
Valkea-Kotinen,6794148,3396198,10/06/2009,70.1,254,1167,1097,19,20,NA,450,8.4,NA,5.2,510
Valkea-Kotinen,6793840,3396364,14/09/2009,63.3,254,1167,1097,18,14,NA,500,11,11,4.8,285
Valkea-Kotinen,6794148,3396198,10/06/2009,62.8,254,1167,1097,17,20,NA,630,13.9,NA,5.4,270
Kelopuro,7011934,3686152,27/10/2010,61.4,254,1167,1097,28,6,320,NA,3.1,2.5,5.8,390
Valkea-Kotinen,6794148,3396198,05/07/2010,64,254,1167,1097,18,21,NA,440,10.1,1.5,5.3,440
Valkea-Kotinen,6794148,3396198,01/03/2010,63,254,1167,1097,17,16,NA,600,3.6,41,5.5,365
Valkea-Kotinen,6794148,3396198,10/05/2010,63,254,1167,1097,18,23,NA,580,7.5,36,5.6,365
Valkea-Kotinen,6794148,3396198,14/06/2010,63,254,1167,1097,18,17,NA,470,9.3,6.2,5.3,350
Valkea-Kotinen,6794148,3396198,14/06/2010,61,254,1167,1097,17,21,NA,520,15.5,2.5,5.4,220
Hietapuro,7012761,3687222,21/09/2011,50.3,254,1167,1097,17,6,270,NA,11,2.5,5.95,340
Kelopuro,7011934,3686152,08/12/2011,67.2,254,1167,1097,20,5,320,NA,3.4,2.5,5.49,630
Kelopuro,7011934,3686152,05/04/2011,51,254,1167,1097,17,9,340,NA,0.9,15,5.33,460
Valkea-Kotinen,6794148,3396198,14/07/2011,69.8,254,1167,1097,19,26,NA,910,6.7,2.5,5.7,760
Valkea-Kotinen,6794148,3396198,06/06/2011,66.7,254,1167,1097,18,24,NA,710,5.7,2.5,5.5,580
Kelopuro,7011934,3686152,08/11/2012,60.3,254,1167,1097,20,6,NA,210,3.8,2.5,5.09,360
Kelopuro,7011934,3686152,18/04/2012,58.5,254,1167,1097,18,7,NA,320,1.2,22,5.42,480
Pieni.Hietajarvi,7012111,3686181,14/03/2012,74.4,254,1167,1097,20,10,NA,310,3.2,43,5.74,1400
Pieni.Hietajarvi,7012111,3686181,14/03/2012,73,254,1167,1097,20,9,NA,310,2.5,29,5.75,1200
Pieni.Hietajarvi,7012111,3686181,14/03/2012,71.8,254,1167,1097,24,8,NA,310,1,23,5.71,1100
Pieni.Hietajarvi,7012111,3686181,21/08/2012,71.3,254,1167,1097,18,24,NA,260,6.6,2.5,5.71,2900
Pieni.Hietajarvi,7012111,3686181,10/07/2012,63.7,254,1167,1097,19,12,NA,280,19.2,2.5,5.74,480
Valkea-Kotinen,6794148,3396198,01/10/2012,69.5,254,1167,1097,19,20,NA,540,8.2,6.6,5.9,725
Valkea-Kotinen,6794148,3396198,05/07/2012,68.4,254,1167,1097,19,61,NA,780,6.3,2.5,5.3,625
Valkea-Kotinen,6794148,3396198,06/08/2012,66.5,254,1167,1097,17,19,NA,500,10.1,2.5,5.3,665
Valkea-Kotinen,6794148,3396198,05/07/2012,65.5,254,1167,1097,18,17,NA,500,8.7,2.5,5.1,515
Valkea-Kotinen,6794148,3396198,14/05/2012,65.4,254,1167,1097,19,22,NA,600,10.6,43,5.2,345
Valkea-Kotinen,6794148,3396198,01/10/2012,62.5,254,1167,1097,17,12,NA,460,10.2,5.4,5.4,320
Valkea-Kotinen,6794148,3396198,05/07/2012,61.1,254,1167,1097,17,17,NA,550,16.5,2.5,5.4,255
Musta-Kotinen,6795114,3395221,25/03/1991,72.4,254,1158,1089,21,22,530,NA,0.2,NA,5,490
Musta-Kotinen,6795114,3395221,05/06/1991,70.8,254,1158,1089,22,17,480,NA,10.3,NA,4.9,380
Valkea-Kotinen,6793840,3396364,31/03/1993,69.4,254,1158,1089,20,14,580,NA,0.6,NA,4.7,400
Valkea-Kotinen,6793840,3396364,28/04/1993,65.8,254,1158,1089,23,22,480,NA,2.7,NA,4.4,270
Kelopuro,7011934,3686152,16/10/1995,68.8,254,1150,1081,21,7,310,NA,5.3,NA,5.31,354
Kelopuro,7011934,3686152,15/11/2000,63.7,254,1150,1081,21,6,260,NA,2.2,13,5.15,353
Musta-Kotinen,6795114,3395221,20/03/1991,72.6,254,1142,1073,21,25,610,NA,0.1,NA,5,490
Musta-Kotinen,6795114,3395221,02/05/1991,68.2,254,1142,1073,23,20,480,NA,4.1,NA,4.9,350
Musta-Kotinen,6795114,3395221,30/10/1991,67.9,254,1142,1073,27,13,480,NA,3.3,NA,5,440
Valkea-Kotinen,6793840,3396364,09/04/1991,60.5,254,1142,1073,20,15,590,NA,0.9,NA,4.6,270
Kelopuro,7011934,3686152,01/10/1995,61.5,254,1142,1073,22,7,330,NA,8,NA,5.58,308
Musta-Kotinen,6795114,3395221,16/10/1991,70.1,254,1133,1065,20,16,480,NA,2.8,NA,5.1,460
Musta-Kotinen,6794633,3395707,10/07/1991,67.7,254,1133,1065,19,16,570,NA,22.6,NA,5.2,430
Musta-Kotinen,6795114,3395221,07/07/1993,68,254,1133,1065,19,26,440,NA,10.3,NA,4.9,570
Hietapuro,7012761,3687222,08/09/1994,47.5,254,1133,1065,17,7,280,NA,10.6,NA,5.61,276
Pieni.Hietajarvi,7012111,3686181,21/10/1997,66.7,254,1133,1065,18,18,310,NA,2.4,11,5.98,1460
Valkea-Kotinen,6794148,3396198,08/12/1992,39.8,254,1125,1058,13,13,680,NA,0.9,NA,5.3,270
Pieni.Hietajarvi,7012111,3686181,13/12/1994,65.6,254,1125,1058,18,10,260,NA,1.8,NA,5.44,895
Kelopuro,7011934,3686152,26/11/1996,61.1,254,1125,1058,22,4,250,NA,2,NA,4.55,281
Pieni.Hietajarvi,7012111,3686181,17/08/1998,78.4,254,1125,1058,22,11,340,NA,14.3,5,5.22,692
Pieni.Hietajarvi,7012111,3686181,23/11/1998,75.9,254,1125,1058,19,15,300,NA,2.2,13,5.81,1470
Musta-Kotinen,6794633,3395707,20/03/1991,70.4,254,1117,1050,20,26,500,NA,0.2,NA,4.9,540
Kelopuro,7011934,3686152,15/10/1991,64.9,254,1108,1042,21,5,239,NA,NA,NA,4.81,316
Kelopuro,7011934,3686152,13/09/1993,63.4,254,1108,1042,31,6,270,NA,7.6,NA,5.37,360
Valkea-Kotinen,6793840,3396364,02/02/1993,66.1,254,1108,1042,20,12,620,NA,0.3,NA,4.7,340
Kelopuro,7011934,3686152,17/11/1997,70.2,254,1108,1042,24,7,320,NA,2.1,9,5.22,490
Kelopuro,7011934,3686152,21/07/1998,66.5,254,1108,1042,21,8,270,NA,16.4,2.5,4.81,245
Kelopuro,7011934,3686152,16/09/1991,62.3,254,1100,1034,20,6,266,NA,9.4,NA,5.36,358
Algo.Stortrasket,6645799,3297726,11/05/1995,50.3,254,1100,1034,15,11,430,NA,14,NA,5.9,455
Musta-Kotinen,6795114,3395221,18/09/1991,64.5,254,1092,1026,18,22,430,NA,NA,NA,5.3,760
Algo.Stortrasket,6645704,3298062,25/03/1992,53.7,254,1092,1026,16,15,510,NA,3.2,NA,5.3,570
Musta-Kotinen,6794633,3395707,08/07/1992,69.6,254,1092,1026,21,18,520,NA,16.2,NA,5,440
Kelopuro,7011934,3686152,13/11/1996,56,254,1092,1026,20,6,300,NA,1.6,NA,5.16,295
Kelopuro,7011934,3686152,16/09/1998,68.5,254,1092,1026,22,8,300,NA,13.1,6,5.21,355
Pieni.Hietajarvi,7012111,3686181,27/10/1998,77.9,254,1092,1026,20,21,370,NA,4.3,14,5.56,1900
Kelopuro,7011934,3686152,26/09/2000,64.4,254,1092,1026,20,7,280,NA,8.2,10,5.48,388
Kelopuro,7011934,3686152,01/04/2002,63.4,254,1092,1026,21,6,340,NA,0.3,30,5.3,550
Kelopuro,7011934,3686152,05/11/1991,61,254,1083,1018,20,5,247,NA,4,NA,4.91,334
Musta-Kotinen,6794633,3395707,14/08/1991,60.5,254,1083,1018,18,16,450,NA,18.2,NA,5.1,520
Pieni.Hietajarvi,7012111,3686181,11/11/1992,66.2,254,1083,1018,17.3,14.5,272,NA,3.2,NA,5.65,1390
Algo.Stortrasket,6645704,3298062,11/05/1995,49.3,254,1083,1018,15,17,450,NA,12.1,NA,5.9,445
Valkea-Kotinen,6794148,3396198,07/06/1995,52.2,254,1083,1018,14,19,530,NA,19.9,2,5,265
Valkea-Kotinen,6793840,3396364,19/09/1995,51.2,254,1083,1018,15,14,400,NA,7.1,13,4.5,203
Valkea-Kotinen,6793840,3396364,16/10/1996,64,254,1083,1018,18,10,440,NA,3.8,36,4.6,270
Valkea-Kotinen,6794148,3396198,14/08/1996,52,254,1083,1018,14,14,460,NA,17.4,1,5.1,290
Valkea-Kotinen,6793840,3396364,17/07/1997,63,254,1083,1018,19,27,540,NA,12.3,26,4.5,410
Valkea-Kotinen,6794148,3396198,17/06/1997,44.3,254,1083,1018,14,13,410,NA,19.2,2,5.1,200
Valkea-Kotinen,6793840,3396364,19/02/1998,60.4,254,1083,1018,18,11,550,NA,0.2,37,4.8,291
Valkea-Kotinen,6794148,3396198,15/10/1998,55.6,254,1083,1018,15,12,490,NA,6.8,10,5.2,340
Valkea-Kotinen,6794148,3396198,14/07/1998,44.5,254,1083,1018,14,17,410,NA,20.2,1,5.2,200
Valkea-Kotinen,6794148,3396198,07/06/1999,55.8,254,1083,1018,16,15,410,NA,16.3,4,5.2,277
Valkea-Kotinen,6793840,3396364,14/03/2000,60,254,1083,1018,18,8,560,NA,0.3,55,4.7,232
Valkea-Kotinen,6793953,3396309,05/04/2000,54,254,1083,1018,15,11,530,NA,0.2,67,5,303
Valkea-Kotinen,6793953,3396309,13/03/2001,55,254,1083,1018,16,10,620,NA,0.4,67,4.9,260
Valkea-Kotinen,6793953,3396309,15/08/2001,55,254,1083,1018,15,13,470,NA,16.6,5,5,240
Valkea-Kotinen,6793953,3396309,03/10/2001,54.5,254,1083,1018,15,12.7,410,NA,8.7,1.5,5.2,280
Valkea-Kotinen,6794148,3396198,15/08/2001,54,254,1083,1018,16,22,620,NA,17.9,1.5,5.4,230
Valkea-Kotinen,6794148,3396198,13/03/2001,53,254,1083,1018,15,11,600,NA,2.1,66,5,250
Valkea-Kotinen,6793953,3396309,07/06/2001,50,254,1083,1018,14,14,420,NA,15.1,3,5.1,240
Valkea-Kotinen,6794148,3396198,14/05/2002,59.4,254,1083,1018,17,15,440,NA,14.2,7,5.2,320
Valkea-Kotinen,6794148,3396198,18/06/2002,56.1,254,1083,1018,16,17,510,NA,19.5,1.5,5.6,220
Valkea-Kotinen,6793953,3396309,18/06/2002,54.3,254,1083,1018,15,12,440,NA,19.5,1.5,5.4,210
Kelopuro,7011934,3686152,13/05/2003,53.3,254,1083,1018,15,8,290,NA,8.2,5,4.8,280
Valkea-Kotinen,6793840,3396364,14/08/2003,58.5,254,1083,1018,17,15,460,NA,13,8,4.7,310
Valkea-Kotinen,6794148,3396198,21/10/2003,54.3,254,1083,1018,15,16,530,NA,4.3,19,5.5,240
Valkea-Kotinen,6793840,3396364,29/09/2003,54.2,254,1083,1018,15,11,400,NA,8.8,12,4.9,170
Valkea-Kotinen,6793953,3396309,21/10/2003,54.2,254,1083,1018,15,15,550,NA,3.4,19,5.4,240
Valkea-Kotinen,6793840,3396364,17/09/2003,50.5,254,1083,1018,14,12,420,NA,11.3,8,4.9,160
Valkea-Kotinen,6793953,3396309,16/07/2003,49.3,254,1083,1018,15,18,480,NA,23.2,1,5.3,210
Valkea-Kotinen,6794148,3396198,17/06/2003,49.1,254,1083,1018,14,16,470,NA,15.5,1,5.5,190
Valkea-Kotinen,6793953,3396309,17/06/2003,49,254,1083,1018,14,16,460,NA,15,1,5.3,180
Kelopuro,7011934,3686152,08/06/2004,60.4,254,1083,1018,20,7,240,NA,12.6,6,4.85,230
Kelopuro,7011934,3686152,21/10/2004,60.3,254,1083,1018,19,7,220,NA,3.9,2.5,5.1,285
Kelopuro,7011934,3686152,01/11/2004,58.8,254,1083,1018,19,7,220,NA,4.1,6,6.7,270
Kelopuro,7011934,3686152,09/11/2004,57.3,254,1083,1018,18,5,230,NA,4.1,7,5.05,290
Kelopuro,7011934,3686152,18/05/2004,49,254,1083,1018,17,10,270,NA,8.2,2.5,4.9,230
Pieni.Hietajarvi,7012111,3686181,08/03/2004,64.5,254,1083,1018,18,10,290,NA,1,38,5.65,1200
Pieni.Hietajarvi,7012111,3686181,23/03/2004,64,254,1083,1018,18,10,260,NA,1.1,45,5.6,1150
Pieni.Hietajarvi,7012111,3686181,06/04/2004,62.5,254,1083,1018,17,8,280,NA,0.4,48,5.65,1100
Valkea-Kotinen,6794148,3396198,13/07/2004,60.6,254,1083,1018,17,15,480,NA,19,2,5.3,210
Valkea-Kotinen,6793953,3396309,04/05/2004,58.3,254,1083,1018,17,20,480,NA,10.5,11,5.4,310
Valkea-Kotinen,6793953,3396309,12/05/2004,56,254,1083,1018,15,16,440,NA,9.9,1,5.4,260
Valkea-Kotinen,6794148,3396198,12/05/2004,55.8,254,1083,1018,15,18,420,NA,12.4,1,5.5,260
Valkea-Kotinen,6793953,3396309,01/06/2004,54.9,254,1083,1018,16,13,420,NA,15.3,3,5.5,210
Pieni.Hietajarvi,7012111,3686181,22/03/2005,68.2,254,1083,1018,20,16,260,NA,3.2,34,5.49,1100
Pieni.Hietajarvi,7012111,3686181,22/03/2005,64.9,254,1083,1018,19,11,230,NA,0.6,22,5.49,1000
Pieni.Hietajarvi,7012111,3686181,13/04/2005,56.6,254,1083,1018,17,8,290,NA,0.9,64,5.25,590
Valkea-Kotinen,6793953,3396309,19/04/2005,64.6,254,1083,1018,18,12,360,NA,1.9,30,4.8,250
Valkea-Kotinen,6794148,3396198,15/08/2005,60.3,254,1083,1018,16,15,410,NA,17.6,1,5.4,220
Kelopuro,7011934,3686152,14/02/2006,54,254,1083,1018,17,7,290,NA,1,2.5,5.5,600
Kelopuro,7011934,3686152,25/04/2006,49.1,254,1083,1018,17,7,290,NA,2,60,4.84,280
Pieni.Hietajarvi,7012111,3686181,10/10/2006,89.1,254,1083,1018,17,46,340,NA,6.2,26,5.83,5800
Pieni.Hietajarvi,7012111,3686181,08/11/2006,61.3,254,1083,1018,17,16,320,NA,3.2,5,5.97,NA
Pieni.Hietajarvi,7012111,3686181,14/02/2006,60.7,254,1083,1018,16,10,290,NA,0.7,17,5.83,1100
Pieni.Hietajarvi,7012111,3686181,08/11/2006,60.2,254,1083,1018,17,14,290,NA,2.1,2.5,6.08,1700
Pieni.Hietajarvi,7012111,3686181,15/03/2006,57.3,254,1083,1018,17,10,280,NA,1.9,24,5.85,950
Valkea-Kotinen,6794148,3396198,07/12/2006,64.9,254,1083,1018,18,15,NA,580,3.5,28,5.2,310
Valkea-Kotinen,6794148,3396198,07/12/2006,64.9,254,1083,1018,18,15,NA,580,3.5,28,5.3,310
Valkea-Kotinen,6794148,3396198,07/12/2006,64.8,254,1083,1018,18,15,NA,590,3.6,29,5.3,310
Valkea-Kotinen,6794148,3396198,14/06/2006,60.1,254,1083,1018,17,20,NA,490,16.4,1,5.4,NA
Valkea-Kotinen,6793953,3396309,03/05/2006,60,254,1083,1018,16,20,NA,440,3.8,40,5.1,240
Valkea-Kotinen,6794148,3396198,27/07/2006,56.3,254,1083,1018,15,19,NA,510,19.3,1,5.5,NA
Valkea-Kotinen,6794148,3396198,13/09/2006,54.4,254,1083,1018,20,14,NA,450,12.7,1,5.4,NA
Valkea-Kotinen,6794148,3396198,13/09/2006,54,254,1083,1018,14,13,NA,460,14.1,1,5.5,NA
Valkea-Kotinen,6794148,3396198,17/08/2006,53.8,254,1083,1018,15,16,NA,510,19.3,1,5.6,NA
Pieni.Hietajarvi,7012111,3686181,10/09/2007,70.8,254,1083,1018,18,10,270,NA,10.7,2.5,6.03,1300
Pieni.Hietajarvi,7012111,3686181,10/09/2007,70.8,254,1083,1018,18,11,300,NA,10.4,2.5,6.07,NA
Pieni.Hietajarvi,7012111,3686181,10/04/2007,63.4,254,1083,1018,20,10,320,NA,2.6,28,5.66,1100
Pieni.Hietajarvi,7012111,3686181,10/04/2007,61.6,254,1083,1018,20,8,300,NA,2,24,5.73,980
Valkea-Kotinen,6794148,3396198,18/12/2007,59,254,1083,1018,16,20,NA,600,3.7,27,5.4,NA
Valkea-Kotinen,6793953,3396309,03/10/2007,59,254,1083,1018,16,18,NA,460,11,5,5.4,300
Valkea-Kotinen,6793953,3396309,24/10/2007,57.5,254,1083,1018,15,19,NA,520,3.6,5,5.5,300
Valkea-Kotinen,6794148,3396198,18/12/2007,57.4,254,1083,1018,15,19,NA,580,2.3,23,5.5,NA
Valkea-Kotinen,6793953,3396309,18/06/2007,56.5,254,1083,1018,16,21,NA,580,15.1,9,5.1,210
Kelopuro,7011934,3686152,09/01/2008,56.5,254,1083,1018,18,5,240,NA,2.2,2.5,5.36,380
Pieni.Hietajarvi,7012111,3686181,18/08/2008,78.1,254,1083,1018,18,30,330,NA,6,2.5,5.93,NA
Pieni.Hietajarvi,7012111,3686181,09/10/2008,66.6,254,1083,1018,18,20,280,NA,6.4,2.5,6.23,NA
Pieni.Hietajarvi,7012111,3686181,09/10/2008,66.5,254,1083,1018,18,19,270,NA,6.4,2.5,6.28,NA
Pieni.Hietajarvi,7012111,3686181,09/10/2008,66.2,254,1083,1018,17,18,270,NA,6.4,2.5,6.19,1700
Pieni.Hietajarvi,7012111,3686181,08/04/2008,62.8,254,1083,1018,16,14,400,NA,4,45,5.92,2000
Valkea-Kotinen,6793953,3396309,20/10/2008,61.8,254,1083,1018,17,17,NA,460,6,11,5.5,350
Valkea-Kotinen,6794148,3396198,08/10/2008,61.2,254,1083,1018,16,20,NA,450,7.7,7,5.4,NA
Valkea-Kotinen,6794148,3396198,08/10/2008,61.2,254,1083,1018,16,20,NA,450,7.7,7,5.4,NA
Valkea-Kotinen,6794148,3396198,08/10/2008,60.9,254,1083,1018,16,19,NA,470,7.7,4,5.4,NA
Valkea-Kotinen,6794148,3396198,08/10/2008,60.7,254,1083,1018,16,20,NA,460,7.9,4,5.4,NA
Valkea-Kotinen,6793953,3396309,28/07/2008,57.1,254,1083,1018,15,20,NA,550,16.2,5,5.3,260
Valkea-Kotinen,6794148,3396198,16/06/2008,56.9,254,1083,1018,15,23,NA,480,15.3,5,5.6,NA
Valkea-Kotinen,6794148,3396198,18/08/2008,55.5,254,1083,1018,14,20,NA,520,16.6,1,5.5,NA
Valkea-Kotinen,6794148,3396198,14/07/2008,54.7,254,1083,1018,15,18,NA,470,19.8,1,5.6,NA
