site,YK_Pohjoinen,YK_ita,date,acdom,wl,toc,doc,cod_mn,tp,tn_d11,tn_d12,temp,no2_no3,ph,fe
Iso.Hietajarvi,7011912,3687071,08/11/2006,14.6,254,433,407,5.2,6,230,NA,1.4,14,6.6,NA
Iso.Hietajarvi,7011912,3687071,11/07/2007,17.2,254,433,407,6,7,180,NA,16.5,2.5,6.82,79
Iso.Hietajarvi,7011912,3687071,11/07/2007,17.2,254,433,407,5.8,7,210,NA,16,2.5,6.75,98
Iso.Hietajarvi,7011912,3687071,23/08/2007,17.2,254,433,407,6.2,7,210,NA,19.5,2.5,6.84,95
Iso.Hietajarvi,7011912,3687071,10/09/2007,17,254,433,407,5.9,4,190,NA,11.8,2.5,6.86,190
Hietapuro,7012761,3687222,08/05/2008,23.1,254,433,407,7.9,5,230,NA,5.5,41,6.27,160
Iso.Hietajarvi,7011912,3687071,09/10/2008,17.3,254,433,407,5.7,5,180,NA,6.6,2.5,6.74,140
Iso.Hietajarvi,7011912,3687071,18/08/2008,17.1,254,433,407,5.4,6,190,NA,15.8,2.5,6.81,130
Iso.Hietajarvi,7011912,3687071,16/03/2009,20.5,254,433,407,6.1,5,220,NA,4.3,58,6.15,170
Iso.Hietajarvi,7011912,3687071,22/07/2009,17.9,254,433,407,6,5,200,NA,17.4,2.5,6.7,130
Iso.Hietajarvi,7011912,3687071,24/03/2010,18.8,254,433,407,6.5,4,190,NA,2.9,25,6.28,88
Iso.Hietajarvi,7011912,3687071,24/03/2010,18.2,254,433,407,6,4,220,NA,4,66,6.17,130
Hietapuro,7012761,3687222,16/02/2011,15.9,254,433,407,5,4,190,NA,0.2,17,6.51,89
Iso.Hietajarvi,7011912,3687071,14/05/2012,19.8,254,433,407,5.8,7,NA,210,6.8,38,6.45,260
Iso.Hietajarvi,7011912,3687071,14/05/2012,19.8,254,433,407,5.8,6,NA,200,6.8,38,6.4,260
Hietapuro,7012761,3687222,14/12/1992,19.4,254,425,400,6.3,3,204,NA,0.5,NA,6.3,91.6
Pesosjarvi,7358318,3612715,23/03/1992,20.2,254,425,400,5.9,3,240,NA,0.9,18,7.1,34
Hietapuro,7012761,3687222,25/10/1993,17.7,254,425,400,5.4,5,200,NA,NA,NA,6.42,200
Pesosjarvi,7358318,3612715,10/08/1993,20.6,254,425,400,6,8,NA,NA,16,6,7.2,38
Pesosjarvi,7358526,3613306,10/08/1993,19.4,254,425,400,5.7,5,170,NA,15.2,14,6.8,100
Hietapuro,7012761,3687222,31/01/1994,16.4,254,425,400,5.2,6,180,NA,0.1,NA,6.29,170
Pesosjarvi,7358526,3613306,09/05/1994,17.7,254,425,400,5.3,6,210,NA,3.3,48,6.6,150
Pesosjarvi,7358526,3613306,04/03/1996,18.1,254,425,400,6.5,4,220,NA,NA,34,7.2,65
Pesosjarvi,7358526,3613306,10/02/1997,19,254,425,400,5.6,4,210,NA,0.2,22,7.2,87
Hietapuro,7012761,3687222,16/09/1998,22.2,254,425,400,6.9,4,200,NA,13.1,2.5,5.87,156
Iso.Hietajarvi,7011912,3687071,23/03/1999,22,254,425,400,6.9,4,210,NA,0.8,32,6.78,103
Hietapuro,7012761,3687222,21/05/2001,20.4,254,425,400,5.9,7,190,NA,10,2.5,6.4,160
Pesosjarvi,7358318,3612715,25/09/2001,15.9,254,425,400,5,5,190,NA,10.3,8,7.5,35
Hietapuro,7012761,3687222,27/05/2003,17,254,425,400,5.4,7,210,NA,15.3,2.5,6.3,190
Hietapuro,7012761,3687222,19/11/2003,16.3,254,425,400,6,5,170,NA,1.3,12,6.7,89
Hietapuro,7012761,3687222,25/02/2004,16,254,425,400,6.4,4,190,NA,0.1,20,6.3,86
Pesosjarvi,7358526,3613306,28/07/2004,16.8,254,425,400,5.7,5,NA,210,17.2,9,7.5,96
Hietapuro,7012761,3687222,17/08/2005,17.5,254,425,400,5.7,6,190,NA,16.6,2.5,6.37,180
Kelopuro,7011934,3686152,10/10/2005,36.6,254,425,400,12,7,270,NA,10,10,6.04,190
Pesosjarvi,7358318,3612715,14/03/2005,17.44,254,425,400,5,1.5,NA,220,1.1,8,7.2,20
Iso.Hietajarvi,7011912,3687071,17/05/2006,16.7,254,425,400,5.3,6,230,NA,8.5,20,6.61,210
Iso.Hietajarvi,7011912,3687071,20/06/2006,15.7,254,425,400,5.6,7,180,NA,21.3,2.5,6.65,96
Iso.Hietajarvi,7011912,3687071,11/07/2007,17.2,254,425,400,5.8,7,190,NA,16.3,2.5,6.83,82
Iso.Hietajarvi,7011912,3687071,08/04/2008,18.8,254,425,400,5.9,4,240,NA,4.1,100,6.17,220
Iso.Hietajarvi,7011912,3687071,18/08/2008,17.3,254,425,400,5.3,7,190,NA,15.4,2.5,6.67,NA
Iso.Hietajarvi,7011912,3687071,09/10/2008,17.2,254,425,400,5.8,6,180,NA,6.5,2.5,6.79,NA
Iso.Hietajarvi,7011912,3687071,14/05/2009,21.5,254,425,400,6.9,7,220,NA,7.7,46,6.5,320
Iso.Hietajarvi,7011912,3687071,14/05/2009,21.3,254,425,400,7,7,230,NA,7.8,47,6.57,300
Iso.Hietajarvi,7011912,3687071,13/10/2009,18.7,254,425,400,5.8,6,190,NA,3.8,2.5,6.87,230
Iso.Hietajarvi,7011912,3687071,13/10/2009,18.7,254,425,400,5.7,6,200,NA,3.8,2.5,6.84,210
Iso.Hietajarvi,7011912,3687071,13/10/2009,18.7,254,425,400,5.8,6,190,NA,3.8,2.5,6.85,220
Hietapuro,7012761,3687222,16/08/2010,14.8,254,425,400,5.2,3,180,NA,18.3,2.5,6.39,480
Iso.Hietajarvi,7011912,3687071,19/05/2010,19.8,254,425,400,5.7,7,190,NA,7.2,24,6.29,400
Iso.Hietajarvi,7011912,3687071,27/07/2010,17.6,254,425,400,5.4,5,180,NA,19,2.5,6.57,270
Iso.Hietajarvi,7011912,3687071,27/07/2010,16.7,254,425,400,5.7,5,180,NA,20.8,2.5,6.87,130
Iso.Hietajarvi,7011912,3687071,27/07/2010,16.4,254,425,400,5.4,6,180,NA,22.2,2.5,6.93,120
Iso.Hietajarvi,7011912,3687071,24/08/2010,15.7,254,425,400,5,6,200,NA,17.2,2.5,6.91,250
Iso.Hietajarvi,7011912,3687071,24/08/2010,15.7,254,425,400,4.8,6,200,NA,17.2,2.5,6.9,210
Hietapuro,7012761,3687222,18/05/2011,18.4,254,425,400,5.9,7,190,NA,10.1,2.5,6.56,230
Iso.Hietajarvi,7011912,3687071,10/07/2012,18.2,254,425,400,5.7,6,NA,160,15.8,2.5,6.55,150
Hietapuro,7012761,3687222,06/04/1992,19.3,254,417,392,6.1,4,217,NA,0.2,NA,6.1,128
Hietapuro,7012761,3687222,23/09/1992,17.6,254,417,392,5.6,5,200,NA,NA,NA,6.43,130
Pesosjarvi,7358526,3613306,23/03/1992,20.2,254,417,392,5.9,4,200,NA,0.3,23,7.3,84
Pesosjarvi,7358526,3613306,13/04/1992,20.1,254,417,392,5.9,4,200,NA,0.3,28,7.2,77
Pesosjarvi,7358526,3613306,24/01/1994,17.5,254,417,392,5.1,4,170,NA,0,14,7.5,66
Hietapuro,7012761,3687222,10/01/1995,17.5,254,417,392,5.8,3,210,NA,0.8,NA,6.29,94
Pesosjarvi,7358526,3613306,05/11/1996,19.8,254,417,392,5.4,4,180,NA,0.5,13,7.3,110
Pesosjarvi,7358526,3613306,18/11/1996,19.2,254,417,392,5.5,2,190,NA,0,15,7.3,56
Pesosjarvi,7358526,3613306,14/10/1996,18.4,254,417,392,5.9,4,170,NA,0.2,5,7.4,95
Pesosjarvi,7358318,3612715,19/03/1997,18.3,254,417,392,5.4,3,170,NA,0.8,21,7.2,26
Hietapuro,7012761,3687222,17/08/1998,22.9,254,417,392,7.3,4,180,NA,14.3,2.5,5.76,157
Pesosjarvi,7358526,3613306,07/01/1998,18.6,254,417,392,5.6,3,180,NA,0.2,14,7,67
Iso.Hietajarvi,7011912,3687071,23/02/1999,22,254,417,392,6.9,4,210,NA,1.3,22,6.25,NA
Hietapuro,7012761,3687222,11/06/2001,18.4,254,417,392,5.1,5,170,NA,16.4,2.5,6.95,150
Iso.Hietajarvi,7011912,3687071,16/05/2001,16.8,254,417,392,4.7,8,210,NA,10.8,2.5,6.7,170
Pesosjarvi,7358526,3613306,24/06/2003,17.3,254,417,392,5.3,10,NA,210,18,2.5,7.6,290
Iso.Hietajarvi,7011912,3687071,06/04/2004,14.4,254,417,392,5,7,220,NA,0.9,23,6.35,41
Pesosjarvi,7358318,3612715,30/09/2004,16.26,254,417,392,5.7,6,NA,250,8.6,2.5,7.4,49
Hietapuro,7012761,3687222,20/06/2006,17.3,254,417,392,5.9,8,160,NA,22.2,2.5,6.25,150
Iso.Hietajarvi,7011912,3687071,08/11/2006,13.5,254,417,392,4.9,5,220,NA,0.3,12,6.78,150
Hietapuro,7012761,3687222,14/05/2007,22.7,254,417,392,7.9,5,210,NA,8.3,19,6.38,140
Iso.Hietajarvi,7011912,3687071,10/09/2007,17.3,254,417,392,5.8,4,200,NA,11.8,2.5,6.86,190
Iso.Hietajarvi,7011912,3687071,10/04/2007,17,254,417,392,6.1,5,280,NA,1.7,73,6.35,110
Hietapuro,7012761,3687222,13/05/2008,24,254,417,392,7.6,6,230,NA,7.5,34,6.4,185
Hietapuro,7012761,3687222,22/05/2008,22.8,254,417,392,6.9,6,190,NA,7.6,21,6.43,180
Iso.Hietajarvi,7011912,3687071,13/05/2008,22.1,254,417,392,6.7,6,270,NA,6.9,52,6.52,270
Iso.Hietajarvi,7011912,3687071,13/05/2008,22,254,417,392,7.1,6,240,NA,7,52,6.5,280
Iso.Hietajarvi,7011912,3687071,09/10/2008,17,254,417,392,5.7,5,180,NA,6.6,2.5,6.78,NA
Iso.Hietajarvi,7011912,3687071,18/08/2008,16.9,254,417,392,5.3,7,190,NA,15.8,2.5,6.89,NA
Hietapuro,7012761,3687222,15/06/2009,19,254,417,392,7.4,6,160,NA,17.5,2.5,6.58,190
Iso.Hietajarvi,7011912,3687071,14/05/2009,21.5,254,417,392,6.9,7,230,NA,7.8,47,6.45,310
Iso.Hietajarvi,7011912,3687071,15/06/2009,19,254,417,392,6,6,180,NA,12,2.5,6.69,160
Iso.Hietajarvi,7011912,3687071,15/06/2009,18.8,254,417,392,6.1,6,170,NA,16.5,2.5,6.93,120
Hietapuro,7012761,3687222,10/05/2011,19.5,254,417,392,6,6,200,NA,8.8,8,6.51,250
Hietapuro,7012761,3687222,26/05/2011,19.2,254,417,392,6,6,190,NA,12.9,2.5,6.41,230
Hietapuro,7012761,3687222,26/01/2011,16.3,254,417,392,5.5,4,200,NA,0.1,14,6.66,91
Hietapuro,7012761,3687222,12/07/2011,15.7,254,417,392,5.3,6,200,NA,23.5,2.5,6.54,230
Iso.Hietajarvi,7011912,3687071,14/05/2012,19.8,254,417,392,5.9,8,NA,210,7,37,6.42,260
Hietapuro,7012761,3687222,22/10/1991,18.7,254,408,384,6.1,5,176,NA,4,NA,6.44,152
Hietapuro,7012761,3687222,24/11/1992,18.4,254,408,384,5.88,3.42,210,NA,NA,NA,6.3,105
Hietapuro,7012761,3687222,24/02/1993,19.2,254,408,384,6.2,4,260,NA,0.1,NA,6.18,100
Hietapuro,7012761,3687222,13/09/1993,17.3,254,408,384,5.1,5,170,NA,9.2,NA,6.53,220
Iso.Hietajarvi,7011912,3687071,24/02/1993,20.2,254,408,384,6.7,5,240,NA,0.6,NA,6.08,170
Pesosjarvi,7358526,3613306,18/10/1993,18.4,254,408,384,5.4,4,160,NA,NA,3,7.3,68
Iso.Hietajarvi,7011912,3687071,31/01/1994,15.5,254,408,384,4.9,6,170,NA,1.1,NA,6.5,130
Pesosjarvi,7358318,3612715,12/12/1994,15.8,254,408,384,4.9,3,170,NA,0.6,8,7.3,21
Pesosjarvi,7358526,3613306,07/01/1997,19.5,254,408,384,5.7,4,190,NA,NA,16,7.2,NA
Iso.Hietajarvi,7011912,3687071,07/12/1998,21.3,254,408,384,6.6,4,190,NA,2.2,17,6.32,125
Pesosjarvi,7358318,3612715,02/03/1998,18.3,254,408,384,5.6,5,210,NA,1.3,17,7.1,16
Pesosjarvi,7358526,3613306,15/04/1998,17.7,254,408,384,5,3,200,NA,0.2,32,7.1,77
Hietapuro,7012761,3687222,31/05/1999,15.4,254,408,384,7,9,200,NA,11.1,2.5,6.47,264
Pesosjarvi,7358318,3612715,27/09/1999,17.9,254,408,384,5.5,3,190,NA,9.1,2.5,7.3,38
Hietapuro,7012761,3687222,19/10/2000,16.6,254,408,384,5.4,5,160,NA,7,7,6.4,137
Hietapuro,7012761,3687222,01/04/2002,17.3,254,408,384,5.4,3,210,NA,0.3,37,6.35,92
Pesosjarvi,7358318,3612715,04/03/2002,15.1,254,408,384,4.8,1.5,220,NA,0.9,16,7.2,15
Pesosjarvi,7358526,3613306,30/07/2003,16,254,408,384,5.1,9,NA,210,20.6,2.5,7.5,120
Iso.Hietajarvi,7011912,3687071,13/05/2004,16.8,254,408,384,5.6,7,240,NA,4.5,50,6.25,310
Iso.Hietajarvi,7011912,3687071,08/03/2004,13.8,254,408,384,5,5,220,NA,0.6,18,6.45,48
Iso.Hietajarvi,7011912,3687071,01/12/2005,15.8,254,408,384,5.2,6,190,NA,0.6,16,6.78,150
Hietapuro,7012761,3687222,23/05/2006,17.9,254,408,384,6.2,6,180,NA,13.1,2.5,6.35,150
Hietapuro,7012761,3687222,15/08/2006,13.2,254,408,384,4.8,5,180,NA,19.9,2.5,6.33,160
Hietapuro,7012761,3687222,12/09/2006,12.3,254,408,384,4.4,6,200,NA,13.1,2.5,6.45,200
Iso.Hietajarvi,7011912,3687071,11/07/2006,14.8,254,408,384,4.6,7,360,NA,23,2.5,7.12,84.5
Hietapuro,7012761,3687222,19/06/2007,22.3,254,408,384,7.4,4,210,NA,16.8,2.5,6.2,140
Hietapuro,7012761,3687222,28/05/2007,21.4,254,408,384,7.6,7,200,NA,15.6,2.5,6.38,150
Iso.Hietajarvi,7011912,3687071,19/06/2007,17.8,254,408,384,6.1,6,230,NA,16.5,2.5,6.61,76.5
Iso.Hietajarvi,7011912,3687071,13/05/2008,22,254,408,384,6.6,6,240,NA,6.8,52,6.51,260
Iso.Hietajarvi,7011912,3687071,17/03/2008,19.8,254,408,384,5.9,5,280,NA,3.8,86,6.2,200
Iso.Hietajarvi,7011912,3687071,24/08/2010,15.6,254,408,384,4.8,6,200,NA,17.2,2.5,6.9,210
Pesosjarvi,7358526,3613306,25/05/1992,32.4,254,400,376,7,3,230,NA,8.7,15,7,93
Iso.Hietajarvi,7011912,3687071,11/11/1993,16,254,400,376,4.8,8,180,NA,2.1,NA,6.77,190
Pesosjarvi,7358318,3612715,13/12/1993,18,254,400,376,5.5,8,180,NA,1.1,5,7.3,25
Hietapuro,7012761,3687222,21/11/1994,17.1,254,400,376,5.9,5,190,NA,0.4,NA,6.4,89
Iso.Hietajarvi,7011912,3687071,13/12/1994,15.8,254,400,376,5.5,6,180,NA,1.4,NA,6.5,81
Pesosjarvi,7358526,3613306,15/11/1994,16.8,254,400,376,5.2,4,200,NA,0,11,8.2,65
Hietapuro,7012761,3687222,29/05/1995,21,254,400,376,6.6,8,190,NA,19,NA,6.07,141
Hietapuro,7012761,3687222,03/04/1995,17.6,254,400,376,5.4,3,190,NA,0.3,NA,6.11,92
Hietapuro,7012761,3687222,20/03/1995,16.8,254,400,376,5.6,5,210,NA,1,NA,6.24,85
Hietapuro,7012761,3687222,20/11/1995,16.3,254,400,376,5.1,4,200,NA,0.4,NA,6.4,NA
Pesosjarvi,7358318,3612715,03/07/1995,19.2,254,400,376,5.8,7,190,NA,15.4,0.5,7.9,43
Pesosjarvi,7358526,3613306,30/09/1996,18,254,400,376,5.9,5,170,NA,4.1,5,7.4,NA
Pesosjarvi,7358526,3613306,15/04/1996,17.9,254,400,376,5.1,5,200,NA,NA,45,7.1,110
Hietapuro,7012761,3687222,04/11/1997,18.6,254,400,376,6.3,5,180,NA,0.1,NA,6.33,112
Iso.Hietajarvi,7011912,3687071,23/11/1998,21,254,400,376,7.8,4,200,NA,2.3,16,5.93,119
Iso.Hietajarvi,7011912,3687071,16/09/1998,19.5,254,400,376,6,6,190,NA,13.4,2.5,6.67,158
Pesosjarvi,7358526,3613306,02/03/1998,18.6,254,400,376,5.8,4,210,NA,0,22,7,60
Hietapuro,7012761,3687222,18/05/1999,29.4,254,400,376,6.2,8,180,NA,6.4,9,6.62,306
Hietapuro,7012761,3687222,25/05/1999,12.9,254,400,376,6.6,10,220,NA,12.7,6,6.42,273
Pesosjarvi,7358526,3613306,27/09/1999,17.9,254,400,376,5.7,6,180,NA,6.5,5,7.4,200
Hietapuro,7012761,3687222,30/05/2000,20.4,254,400,376,6.5,8,180,NA,15.3,2.5,6.24,143
Hietapuro,7012761,3687222,07/05/2002,22.4,254,400,376,7.7,8,200,NA,6.5,21,6.1,210
Pesosjarvi,7358526,3613306,30/09/2003,14.6,254,400,376,5.2,13,NA,240,6.8,2.5,7.3,540
Iso.Hietajarvi,7011912,3687071,06/07/2004,17.1,254,400,376,5.7,5,180,NA,19.9,2.5,6.8,80
Iso.Hietajarvi,7011912,3687071,22/01/2004,13.9,254,400,376,5.3,5,190,NA,2.1,15,6.55,56
Iso.Hietajarvi,7011912,3687071,23/03/2004,13.5,254,400,376,4.7,3,180,NA,1,20,6.35,39
Iso.Hietajarvi,7011912,3687071,10/10/2005,15.7,254,400,376,5.1,6,200,NA,10,2.5,6.97,180
Hietapuro,7012761,3687222,26/09/2006,11.5,254,400,376,4.4,5,190,NA,7.2,2.5,6.19,150
Iso.Hietajarvi,7011912,3687071,11/07/2006,15.3,254,400,376,4.7,8,170,NA,18.7,2.5,6.55,200
Iso.Hietajarvi,7011912,3687071,12/04/2006,15,254,400,376,5.2,5,250,NA,2.8,63,6.15,NA
Iso.Hietajarvi,7011912,3687071,11/07/2006,14.7,254,400,376,4.9,8,180,NA,22.8,2.5,7.26,94
Iso.Hietajarvi,7011912,3687071,12/09/2006,12.2,254,400,376,4.3,5,200,NA,14,2.5,7.16,200
Iso.Hietajarvi,7011912,3687071,23/08/2007,18.2,254,400,376,5.5,6,190,NA,17.1,2.5,6.28,370
Iso.Hietajarvi,7011912,3687071,22/03/2007,16.5,254,400,376,5.8,5,250,NA,3.2,67,6.16,170
Iso.Hietajarvi,7011912,3687071,15/06/2009,18.7,254,400,376,6,7,170,NA,15.6,2.5,6.85,130
Iso.Hietajarvi,7011912,3687071,11/10/2011,14.3,254,400,376,4.6,4,170,NA,8,2.5,6.9,140
Hietapuro,7012761,3687222,11/04/2012,18.8,254,400,376,6.4,4,NA,200,0.9,30,6.4,120
Iso.Hietajarvi,7011912,3687071,20/06/2012,18.2,254,400,376,5.7,7,NA,200,13.6,5,6.46,170
Iso.Hietajarvi,7011912,3687071,14/03/2012,14.8,254,400,376,4.9,4,NA,190,1.6,25,6.69,60
Hietapuro,7012761,3687222,13/04/1992,18.7,254,392,368,5.7,4,209,NA,1.4,NA,6.2,122
Hietapuro,7012761,3687222,27/04/1992,18.5,254,392,368,5.5,4,200,NA,0.6,NA,6.48,155
Hietapuro,7012761,3687222,11/11/1992,17.7,254,392,368,5.62,5.81,190,NA,0.9,NA,6.43,81.4
Hietapuro,7012761,3687222,12/01/1993,18.6,254,392,368,6,4,260,NA,0.7,NA,6.37,98
Iso.Hietajarvi,7011912,3687071,29/03/1993,16.9,254,392,368,5.4,3,240,NA,1.8,NA,6.27,61
Pesosjarvi,7358526,3613306,20/09/1993,18.1,254,392,368,5.3,5,160,NA,4.3,5,7.5,140
Hietapuro,7012761,3687222,22/05/1994,17.4,254,392,368,5.4,5,170,NA,7,NA,6.34,164
Pesosjarvi,7358318,3612715,19/09/1994,16.2,254,392,368,5.1,6,160,NA,8.5,2,7.6,23
Pesosjarvi,7358526,3613306,24/10/1994,15.3,254,392,368,4.7,4,150,NA,0.5,9,6.7,88
Pesosjarvi,7358526,3613306,22/05/1995,18,254,392,368,5.8,9,250,NA,2.1,56,6.8,190
Pesosjarvi,7358318,3612715,14/08/1995,17.8,254,392,368,6.2,7,340,NA,14,0.5,7.6,27
Pesosjarvi,7358526,3613306,14/08/1995,17.4,254,392,368,5,6,190,NA,14,3,7.6,81
Pesosjarvi,7358318,3612715,08/05/1995,16,254,392,368,4.3,4,200,NA,2.3,32,7,52
Pesosjarvi,7358526,3613306,19/09/1995,15.9,254,392,368,5,4,180,NA,7.9,3,7.4,1.8
Hietapuro,7012761,3687222,26/11/1996,19.9,254,392,368,6.7,5,200,NA,0.4,NA,6.09,128
Pesosjarvi,7358526,3613306,10/12/1996,19.6,254,392,368,5.8,3,170,NA,0,11,7.3,81
Pesosjarvi,7358318,3612715,13/05/1996,15.5,254,392,368,4.7,3,260,NA,2,54,6.9,12
Hietapuro,7012761,3687222,06/04/1998,17.6,254,392,368,5.8,4,200,NA,0.1,18,6.15,87
Pesosjarvi,7358318,3612715,02/03/1998,17.6,254,392,368,5.2,3,190,NA,3,43,6.9,24
Pesosjarvi,7358318,3612715,05/05/1998,16.1,254,392,368,4.6,3,220,NA,4.1,80,6.7,130
Iso.Hietajarvi,7011912,3687071,23/03/1999,19.9,254,392,368,6.1,4,210,NA,3.6,52,6.67,101
Hietapuro,7012761,3687222,16/05/2001,17.9,254,392,368,5.1,6,170,NA,10.6,2.5,6.45,175
Hietapuro,7012761,3687222,26/11/2001,15.7,254,392,368,5,4,200,NA,0.2,11,6.35,140
Hietapuro,7012761,3687222,07/08/2002,12.8,254,392,368,4.6,6,170,NA,NA,2.5,6.8,145
Pesosjarvi,7358526,3613306,04/03/2002,14.7,254,392,368,4.7,4,200,NA,3.9,24,7.2,95
Pesosjarvi,7358526,3613306,12/05/2003,15.5,254,392,368,5,5,NA,210,4.3,26,7,46
Pesosjarvi,7358318,3612715,30/09/2003,13.6,254,392,368,4.3,4,NA,220,7.8,2.5,7.5,43
Iso.Hietajarvi,7011912,3687071,05/02/2004,13.7,254,392,368,4.9,5,180,NA,2.8,14,6.5,54
Pesosjarvi,7358526,3613306,10/05/2004,17.22,254,392,368,5.8,NA,NA,190,4,25,6.9,75
Iso.Hietajarvi,7011912,3687071,14/02/2006,15.9,254,392,368,5.2,4,210,NA,2.2,28,6.25,NA
Iso.Hietajarvi,7011912,3687071,20/06/2006,15.9,254,392,368,5.5,6,170,NA,19,2.5,6.47,110
Iso.Hietajarvi,7011912,3687071,15/03/2006,14.9,254,392,368,4.8,5,290,NA,3.9,59,6.11,220
Iso.Hietajarvi,7011912,3687071,08/11/2006,12.7,254,392,368,4.5,5,190,NA,0.7,12,6.72,NA
Iso.Hietajarvi,7011912,3687071,12/09/2006,12.1,254,392,368,4.4,6,200,NA,13.9,2.5,7.3,210
Hietapuro,7012761,3687222,16/06/2011,14.6,254,392,368,4.9,5,160,NA,16,2.5,6.61,180
Hietapuro,7012761,3687222,15/10/1991,17.1,254,383,360,5.9,5,176,NA,NA,NA,6.32,153
Hietapuro,7012761,3687222,20/05/1992,20.6,254,383,360,9.9,7,212,NA,9.6,NA,6.06,198
Hietapuro,7012761,3687222,10/02/1992,18.1,254,383,360,5.5,4,200,NA,0.1,NA,6.3,136
Hietapuro,7012761,3687222,21/04/1992,17.8,254,383,360,5.5,4,211,NA,0.2,NA,6.24,133
Hietapuro,7012761,3687222,16/03/1992,17.7,254,383,360,5.4,1,202,NA,1.2,NA,6.33,130
Pesosjarvi,7358526,3613306,18/05/1992,19.8,254,383,360,5.7,NA,170,NA,3.7,33,6.8,82
Hietapuro,7012761,3687222,19/04/1993,19.4,254,383,360,5.9,5,230,NA,1.7,NA,6.17,130
Hietapuro,7012761,3687222,24/05/1993,17.8,254,383,360,5.3,6,190,NA,12.8,NA,6.32,250
Iso.Hietajarvi,7011912,3687071,13/09/1993,14.2,254,383,360,4.4,14,190,NA,10,NA,6.84,210
Hietapuro,7012761,3687222,16/05/1994,16.5,254,383,360,5.2,6,160,NA,8.7,NA,6.24,162
Pesosjarvi,7358526,3613306,10/10/1994,16.3,254,383,360,5.2,6,170,NA,4,4,7.4,71
Pesosjarvi,7358526,3613306,19/09/1994,15.8,254,383,360,5.1,4,170,NA,6.6,4,7.1,87
Hietapuro,7012761,3687222,16/10/1995,18.8,254,383,360,6,6,210,NA,5.4,NA,6.48,NA
Iso.Hietajarvi,7011912,3687071,10/01/1995,15.8,254,383,360,5.2,4,180,NA,1.4,NA,6.44,70
Pesosjarvi,7358526,3613306,22/04/1998,17.7,254,383,360,5.5,4,190,NA,0.3,37,7.1,130
Hietapuro,7012761,3687222,22/06/1999,41.3,254,383,360,5.8,6,160,NA,21.8,2.5,6.28,296
Hietapuro,7012761,3687222,03/05/1999,13.5,254,383,360,6.3,7,210,NA,5.1,40,6.44,337
Hietapuro,7012761,3687222,27/03/2001,18.4,254,383,360,5.7,4,210,NA,0.2,33,6.15,93
Hietapuro,7012761,3687222,01/04/2001,18.3,254,383,360,6.3,4,210,NA,0.2,35,6.15,93
Hietapuro,7012761,3687222,24/07/2001,15.6,254,383,360,4.7,6,180,NA,22.4,2.5,6.5,180
Iso.Hietajarvi,7011912,3687071,12/12/2001,12.8,254,383,360,3.7,4,160,NA,1.1,10,6.65,83
Hietapuro,7012761,3687222,17/09/2003,13.9,254,383,360,5.3,5,170,NA,9.4,2.5,6.95,130
Pesosjarvi,7358318,3612715,02/03/2004,12.5,254,383,360,4.6,6,NA,210,1.3,11,7.3,49
Iso.Hietajarvi,7011912,3687071,20/06/2006,15.7,254,383,360,5.3,8,160,NA,14.1,2.5,6.39,150
Iso.Hietajarvi,7011912,3687071,14/02/2006,15,254,383,360,4.9,5,230,NA,3.5,46,6.06,NA
Iso.Hietajarvi,7011912,3687071,22/08/2006,13.1,254,383,360,4.8,7,190,NA,19.3,2.5,6.88,140
Hietapuro,7012761,3687222,22/05/2007,23,254,383,360,7.6,7,230,NA,11.9,2.5,6.35,140
Iso.Hietajarvi,7011912,3687071,10/04/2007,16,254,383,360,5.7,5,240,NA,3.5,74,6.11,190
Iso.Hietajarvi,7011912,3687071,13/10/2010,14.2,254,383,360,4.9,6,190,NA,5.7,2.5,6.94,200
Iso.Hietajarvi,7011912,3687071,18/05/2011,17,254,383,360,5.3,7,170,NA,10.7,2.5,6.91,280
Iso.Hietajarvi,7011912,3687071,18/05/2011,16.8,254,383,360,5.1,6,170,NA,10.7,2.5,6.91,270
Iso.Hietajarvi,7011912,3687071,18/05/2011,16.7,254,383,360,5.1,8,180,NA,8.8,2.5,6.71,310
Iso.Hietajarvi,7011912,3687071,11/10/2011,14.3,254,383,360,4.9,4,190,NA,8.1,2.5,6.9,150
Iso.Hietajarvi,7011912,3687071,12/07/2011,13.4,254,383,360,4.7,6,180,NA,24.5,2.5,7.08,96
Hietapuro,7012761,3687222,16/12/1991,17.4,254,375,353,5.5,4,200,NA,0,NA,6.44,143
Hietapuro,7012761,3687222,13/04/1993,18.4,254,375,353,5.5,4,210,NA,0.2,NA,6.01,110
Hietapuro,7012761,3687222,30/08/1993,16.5,254,375,353,5.1,5,180,NA,11.5,NA,6.43,210
Hietapuro,7012761,3687222,20/06/1994,13.1,254,375,353,4.3,7,170,NA,17.4,NA,6.6,163
Iso.Hietajarvi,7011912,3687071,21/11/1994,15.4,254,375,353,5.3,5,180,NA,1.1,NA,6.64,82
Iso.Hietajarvi,7011912,3687071,20/06/1994,12.7,254,375,353,2.6,7,160,NA,16,NA,6.7,148
Hietapuro,7012761,3687222,02/05/1995,17.7,254,375,353,5.2,6,330,NA,1.2,NA,5.85,93
Hietapuro,7012761,3687222,04/11/1995,16.6,254,375,353,5.4,5,180,NA,1,NA,6.43,105
Pesosjarvi,7358526,3613306,16/10/1995,16.9,254,375,353,5.4,4,160,NA,2.6,2,7.2,64
